Antibiotic	Acc	Conf_low	Conf_high	Count
AMP	0.7462193303707134	0.679559277833253	0.8128793829081739	701
AUG	0.8272727272727274	0.8029244881005153	0.8516209664449395	660
AXO	0.8163617677286741	0.785843349305271	0.8468801861520772	697
CHL	0.8812016761286834	0.8499848912076575	0.9124184610497093	682
FIS	0.7834174985320024	0.7652418426655216	0.8015931543984831	651
FOX	0.8313029623126198	0.8094751674693595	0.85313075715588	676
GEN	0.7470538453401037	0.7143393106396049	0.7797683800406024	688
KAN	0.6807971014492754	0.589254889647464	0.7723393132510868	116
STR	0.7053481012658227	0.645677061271909	0.7650191412597364	397
TET	0.7518293936279548	0.7157546522031117	0.7879041350527978	697
TIO	0.8448406988694759	0.8265547743164904	0.8631266234224614	696
all	0.7950768097429763	0.7786625761909832	0.8114910432949695	6661
