ALL	0.7577594363825382	0.7410018237223018	0.7745170490427745
AMP	0.7245868636684822	0.7152979879335579	0.7338757394034066
AUG	0.7530011559826136	0.6560315428070211	0.8499707691582061
AXO	0.7923467126962624	0.7472464962092308	0.8374469291832941
CHL	0.5943629984314449	0.5338511768673511	0.6548748199955388
FIS	0.7788127376796352	0.7428034550651679	0.8148220202941026
FOX	0.7602784803046582	0.7179339154735366	0.8026230451357798
GEN	0.6302571672385133	0.5961629224654301	0.6643514120115965
KAN	0.5883230173789946	0.42088816092105585	0.7557578738369334
STR	0.7368172829754142	0.6688965074050188	0.8047380585458095
TET	0.7314246178639131	0.703496418980644	0.7593528167471822
TIO	0.7867013213451808	0.7286019344405948	0.8448007082497667
