ALL	0.755814727355552	0.7381178350350643	0.7735116196760397
AMP	0.7274832615762095	0.6575808197557343	0.7973857033966846
AUG	0.7715932522202854	0.7515717757141964	0.7916147287263744
AXO	0.7752289954337336	0.7492936742628236	0.8011643166046436
CHL	0.6118639422059451	0.5261933872455835	0.6975344971663067
FIS	0.7689527276304328	0.7216138733956368	0.8162915818652288
FOX	0.7537459113843015	0.7113749264921729	0.79611689627643
GEN	0.598882029466908	0.5620733038601233	0.6356907550736928
KAN	0.5293569094304388	0.3929389926276857	0.6657748262331918
STR	0.7421230292436204	0.6633832423047334	0.8208628161825073
TET	0.7570978540116857	0.6881050896138426	0.8260906184095288
TIO	0.7835783516011704	0.7490478720379613	0.8181088311643795
