ALL	0.7178236601493686	0.7064835533292614	0.7291637669694758
AMP	0.677080432259636	0.6466527729852352	0.7075080915340368
AUG	0.7087969249222869	0.6929686675782729	0.7246251822663008
AXO	0.7029469967921935	0.6805194573122052	0.7253745362721818
CHL	0.5403883491266392	0.5094334644184093	0.5713432338348692
FIS	0.7436920065289756	0.6917542130854171	0.7956297999725341
FOX	0.6756249283464436	0.6289227152980359	0.7223271413948513
GEN	0.6401118904815231	0.6034918047183588	0.6767319762446873
KAN	0.5793153336227341	0.4680910144268444	0.6905396528186238
STR	0.721493752434492	0.6573327215273036	0.7856547833416804
TET	0.7523605179537901	0.724547081107017	0.7801739548005632
TIO	0.7108596078413368	0.6981126685217733	0.7236065471609003
