protein1 protein2 combined_score
99287.STM0216 99287.STM3426 999
99287.STM3426 99287.STM0216 999
99287.STM0216 99287.STM3427 999
99287.STM3427 99287.STM0216 999
99287.STM0216 99287.STM3428 999
99287.STM3428 99287.STM0216 999
99287.STM0216 99287.STM3429 999
99287.STM3429 99287.STM0216 999
99287.STM0216 99287.STM3430 999
99287.STM3430 99287.STM0216 999
99287.STM0216 99287.STM3431 999
99287.STM3431 99287.STM0216 999
99287.STM0216 99287.STM3432 999
99287.STM3432 99287.STM0216 999
99287.STM0216 99287.STM3433 999
99287.STM3433 99287.STM0216 999
99287.STM0216 99287.STM3434 999
99287.STM3434 99287.STM0216 999
99287.STM0216 99287.STM3435 999
99287.STM3435 99287.STM0216 999
99287.STM0216 99287.STM3436 999
99287.STM3436 99287.STM0216 999
99287.STM0216 99287.STM3437 941
99287.STM3437 99287.STM0216 941
99287.STM0216 99287.STM3438 999
99287.STM3438 99287.STM0216 999
99287.STM0216 99287.STM3439 999
99287.STM3439 99287.STM0216 999
99287.STM0216 99287.STM3440 999
99287.STM3440 99287.STM0216 999
99287.STM0216 99287.STM3441 999
99287.STM3441 99287.STM0216 999
99287.STM0216 99287.STM3445 499
99287.STM3445 99287.STM0216 499
99287.STM0216 99287.STM3446 902
99287.STM3446 99287.STM0216 902
99287.STM0216 99287.STM3447 999
99287.STM3447 99287.STM0216 999
99287.STM0216 99287.STM3448 999
99287.STM3448 99287.STM0216 999
99287.STM0216 99287.STM3459 247
99287.STM3459 99287.STM0216 247
99287.STM0216 99287.STM3472 166
99287.STM3472 99287.STM0216 166
99287.STM0216 99287.STM3509 380
99287.STM3509 99287.STM0216 380
99287.STM0216 99287.STM3513 905
99287.STM3513 99287.STM0216 905
99287.STM0216 99287.STM3514 602
99287.STM3514 99287.STM0216 602
99287.STM0216 99287.STM3518 741
99287.STM3518 99287.STM0216 741
99287.STM0216 99287.STM3534 602
99287.STM3534 99287.STM0216 602
99287.STM0216 99287.STM3535 468
99287.STM3535 99287.STM0216 468
99287.STM0216 99287.STM3586 933
99287.STM3586 99287.STM0216 933
99287.STM0216 99287.STM3613 256
99287.STM3613 99287.STM0216 256
99287.STM0216 99287.STM3616 222
99287.STM3616 99287.STM0216 222
99287.STM0216 99287.STM3632 165
99287.STM3632 99287.STM0216 165
99287.STM0216 99287.STM3682 975
99287.STM3682 99287.STM0216 975
99287.STM0216 99287.STM3710 166
99287.STM3710 99287.STM0216 166
99287.STM0216 99287.STM3714 322
99287.STM3714 99287.STM0216 322
99287.STM0216 99287.STM3719 322
99287.STM3719 99287.STM0216 322
99287.STM0216 99287.STM3722 322
99287.STM3722 99287.STM0216 322
99287.STM0216 99287.STM3727 999
99287.STM3727 99287.STM0216 999
99287.STM0216 99287.STM3728 999
99287.STM3728 99287.STM0216 999
99287.STM0216 99287.STM3741 550
99287.STM3741 99287.STM0216 550
99287.STM0216 99287.STM3742 497
99287.STM3742 99287.STM0216 497
99287.STM0216 99287.STM3837 190
99287.STM3837 99287.STM0216 190
99287.STM0216 99287.STM3839 999
99287.STM3839 99287.STM0216 999
99287.STM0216 99287.STM3864 566
99287.STM3864 99287.STM0216 566
99287.STM0216 99287.STM3865 744
99287.STM3865 99287.STM0216 744
99287.STM0216 99287.STM3867 756
99287.STM3867 99287.STM0216 756
99287.STM0216 99287.STM3870 538
99287.STM3870 99287.STM0216 538
99287.STM0216 99287.STM3871 426
99287.STM3871 99287.STM0216 426
99287.STM0216 99287.STM3910 261
99287.STM3910 99287.STM0216 261
99287.STM0216 99287.STM3914 428
99287.STM3914 99287.STM0216 428
99287.STM0216 99287.STM3915 165
99287.STM3915 99287.STM0216 165
99287.STM0216 99287.STM3922 517
99287.STM3922 99287.STM0216 517
99287.STM0216 99287.STM3958 159
99287.STM3958 99287.STM0216 159
99287.STM0216 99287.STM3983 203
99287.STM3983 99287.STM0216 203
99287.STM0216 99287.STM4007 690
99287.STM4007 99287.STM0216 690
99287.STM0216 99287.STM4015 299
99287.STM4015 99287.STM0216 299
99287.STM0216 99287.STM4055 629
99287.STM4055 99287.STM0216 629
99287.STM0216 99287.STM4058 483
99287.STM4058 99287.STM0216 483
99287.STM0216 99287.STM4086 216
99287.STM4086 99287.STM0216 216
99287.STM0216 99287.STM4096 999
99287.STM4096 99287.STM0216 999
99287.STM0216 99287.STM4146 499
99287.STM4146 99287.STM0216 499
99287.STM0216 99287.STM4147 550
99287.STM4147 99287.STM0216 550
99287.STM0216 99287.STM4148 550
99287.STM4148 99287.STM0216 550
99287.STM0216 99287.STM4149 999
99287.STM4149 99287.STM0216 999
99287.STM0216 99287.STM4150 994
99287.STM4150 99287.STM0216 994
99287.STM0216 99287.STM4151 999
99287.STM4151 99287.STM0216 999
99287.STM0216 99287.STM4152 975
99287.STM4152 99287.STM0216 975
99287.STM0216 99287.STM4153 550
99287.STM4153 99287.STM0216 550
99287.STM0216 99287.STM4154 550
99287.STM4154 99287.STM0216 550
99287.STM0216 99287.STM4256 414
99287.STM4256 99287.STM0216 414
99287.STM0216 99287.STM4330 601
99287.STM4330 99287.STM0216 601
99287.STM0216 99287.STM4332 194
99287.STM4332 99287.STM0216 194
99287.STM0216 99287.STM4334 744
99287.STM4334 99287.STM0216 744
99287.STM0216 99287.STM4349 583
99287.STM4349 99287.STM0216 583
99287.STM0216 99287.STM4391 999
99287.STM4391 99287.STM0216 999
99287.STM0216 99287.STM4393 999
99287.STM4393 99287.STM0216 999
99287.STM0216 99287.STM4394 999
99287.STM4394 99287.STM0216 999
99287.STM0216 99287.STM4489 655
99287.STM4489 99287.STM0216 655
99287.STM0216 99287.STM4500 155
99287.STM4500 99287.STM0216 155
99287.STM0216 99287.STM4560 550
99287.STM4560 99287.STM0216 550
99287.STM0216 99287.STM4581 247
99287.STM4581 99287.STM0216 247
99287.STM0217 99287.STM0219 429
99287.STM0219 99287.STM0217 429
99287.STM0217 99287.STM0221 473
99287.STM0221 99287.STM0217 473
99287.STM0217 99287.STM0792 183
99287.STM0792 99287.STM0217 183
99287.STM0217 99287.STM0981 550
99287.STM0981 99287.STM0217 550
99287.STM0217 99287.STM1081 183
99287.STM1081 99287.STM0217 183
99287.STM0217 99287.STM1899 443
99287.STM1899 99287.STM0217 443
99287.STM0217 99287.STM2024 259
99287.STM2024 99287.STM0217 259
99287.STM0217 99287.STM2247 172
99287.STM2247 99287.STM0217 172
99287.STM0217 99287.STM2326 202
99287.STM2326 99287.STM0217 202
99287.STM0217 99287.STM2368 400
99287.STM2368 99287.STM0217 400
99287.STM0217 99287.STM2526 163
99287.STM2526 99287.STM0217 163
99287.STM0217 99287.STM2673 414
99287.STM2673 99287.STM0217 414
99287.STM0217 99287.STM2993 179
99287.STM2993 99287.STM0217 179
99287.STM0217 99287.STM3286 242
99287.STM3286 99287.STM0217 242
99287.STM0217 99287.STM3445 978
99287.STM3445 99287.STM0217 978
99287.STM0217 99287.STM3446 490
99287.STM3446 99287.STM0217 490
99287.STM0217 99287.STM3812 172
99287.STM3812 99287.STM0217 172
99287.STM0217 99287.STM3864 673
99287.STM3864 99287.STM0217 673
99287.STM0217 99287.STM3865 608
99287.STM3865 99287.STM0217 608
99287.STM0217 99287.STM3867 608
99287.STM3867 99287.STM0217 608
99287.STM0217 99287.STM3868 608
99287.STM3868 99287.STM0217 608
99287.STM0217 99287.STM3870 583
99287.STM3870 99287.STM0217 583
99287.STM0217 99287.STM3915 360
99287.STM3915 99287.STM0217 360
99287.STM0217 99287.STM4146 978
99287.STM4146 99287.STM0217 978
99287.STM0217 99287.STM4152 167
99287.STM4152 99287.STM0217 167
99287.STM0217 99287.STM4414 676
99287.STM4414 99287.STM0217 676
99287.STM0217 99287.STM4415 643
99287.STM4415 99287.STM0217 643
99287.STM0217 99287.STM4489 179
99287.STM4489 99287.STM0217 179
99287.STM0217 99287.STM4499 443
99287.STM4499 99287.STM0217 443
99287.STM0217 99287.STM4500 154
99287.STM4500 99287.STM0217 154
99287.STM0218 99287.STM0452 167
99287.STM0452 99287.STM0218 167
99287.STM0218 99287.STM0614 250
99287.STM0614 99287.STM0218 250
99287.STM0218 99287.STM0648 378
99287.STM0648 99287.STM0218 378
99287.STM0218 99287.STM0711 207
99287.STM0711 99287.STM0218 207
99287.STM0218 99287.STM0945 202
99287.STM0945 99287.STM0218 202
99287.STM0218 99287.STM1064 165
99287.STM1064 99287.STM0218 165
99287.STM0218 99287.STM1598 183
99287.STM1598 99287.STM0218 183
99287.STM0218 99287.STM1750 218
99287.STM1750 99287.STM0218 218
99287.STM0218 99287.STM1849 165
99287.STM1849 99287.STM0218 165
99287.STM0218 99287.STM2037 463
99287.STM2037 99287.STM0218 463
99287.STM0218 99287.STM2122 823
99287.STM2122 99287.STM0218 823
99287.STM0218 99287.STM2526 838
99287.STM2526 99287.STM0218 838
99287.STM0218 99287.STM2558 170
99287.STM2558 99287.STM0218 170
99287.STM0218 99287.STM2927 602
99287.STM2927 99287.STM0218 602
99287.STM0218 99287.STM2928 261
99287.STM2928 99287.STM0218 261
99287.STM0218 99287.STM3257 202
99287.STM3257 99287.STM0218 202
99287.STM0218 99287.STM3258 189
99287.STM3258 99287.STM0218 189
99287.STM0218 99287.STM3259 189
99287.STM3259 99287.STM0218 189
99287.STM0218 99287.STM3298 248
99287.STM3298 99287.STM0218 248
99287.STM0218 99287.STM3438 214
99287.STM3438 99287.STM0218 214
99287.STM0218 99287.STM3474 238
99287.STM3474 99287.STM0218 238
99287.STM0218 99287.STM3591 189
99287.STM3591 99287.STM0218 189
99287.STM0218 99287.STM3910 167
99287.STM3910 99287.STM0218 167
99287.STM0218 99287.STM3915 360
99287.STM3915 99287.STM0218 360
99287.STM0218 99287.STM3917 195
99287.STM3917 99287.STM0218 195
99287.STM0218 99287.STM4004 164
99287.STM4004 99287.STM0218 164
99287.STM0218 99287.STM4012 164
99287.STM4012 99287.STM0218 164
99287.STM0218 99287.STM4087 463
99287.STM4087 99287.STM0218 463
99287.STM0218 99287.STM4163 189
99287.STM4163 99287.STM0218 189
99287.STM0218 99287.STM4294 170
99287.STM4294 99287.STM0218 170
99287.STM0219 99287.STM0240 650
99287.STM0240 99287.STM0219 650
99287.STM0219 99287.STM0315 650
99287.STM0315 99287.STM0219 650
99287.STM0219 99287.STM0426 435
99287.STM0426 99287.STM0219 435
99287.STM0219 99287.STM0435 399
99287.STM0435 99287.STM0219 399
99287.STM0219 99287.STM0469 319
99287.STM0469 99287.STM0219 319
99287.STM0219 99287.STM0470 447
99287.STM0470 99287.STM0219 447
99287.STM0219 99287.STM0488 234
99287.STM0488 99287.STM0219 234
99287.STM0219 99287.STM0536 184
99287.STM0536 99287.STM0219 184
99287.STM0219 99287.STM0598 193
99287.STM0598 99287.STM0219 193
99287.STM0219 99287.STM0739 184
99287.STM0739 99287.STM0219 184
99287.STM0219 99287.STM0774 224
99287.STM0774 99287.STM0219 224
99287.STM0219 99287.STM0792 561
99287.STM0792 99287.STM0219 561
99287.STM0219 99287.STM0880 781
99287.STM0880 99287.STM0219 781
99287.STM0219 99287.STM0953 278
99287.STM0953 99287.STM0219 278
99287.STM0219 99287.STM1081 561
99287.STM1081 99287.STM0219 561
99287.STM0219 99287.STM1191 938
99287.STM1191 99287.STM0219 938
99287.STM0219 99287.STM1210 362
99287.STM1210 99287.STM0219 362
99287.STM0219 99287.STM1223 781
99287.STM1223 99287.STM0219 781
99287.STM0219 99287.STM1310 725
99287.STM1310 99287.STM0219 725
99287.STM0219 99287.STM1333 433
99287.STM1333 99287.STM0219 433
99287.STM0219 99287.STM1334 648
99287.STM1334 99287.STM0219 648
99287.STM0219 99287.STM1335 778
99287.STM1335 99287.STM0219 778
99287.STM0219 99287.STM1336 938
99287.STM1336 99287.STM0219 938
99287.STM0219 99287.STM1435 210
99287.STM1435 99287.STM0219 210
99287.STM0219 99287.STM1679 159
99287.STM1679 99287.STM0219 159
99287.STM0219 99287.STM1682 362
99287.STM1682 99287.STM0219 362
99287.STM0219 99287.STM1746 159
99287.STM1746 99287.STM0219 159
99287.STM0219 99287.STM1783 629
99287.STM1783 99287.STM0219 629
99287.STM0219 99287.STM1932 218
99287.STM1932 99287.STM0219 218
99287.STM0219 99287.STM2050 242
99287.STM2050 99287.STM0219 242
99287.STM0219 99287.STM2224 778
99287.STM2224 99287.STM0219 778
99287.STM0219 99287.STM2368 218
99287.STM2368 99287.STM0219 218
99287.STM0219 99287.STM2490 193
99287.STM2490 99287.STM0219 193
99287.STM0219 99287.STM2526 217
99287.STM2526 99287.STM0219 217
99287.STM0219 99287.STM2538 212
99287.STM2538 99287.STM0219 212
99287.STM0219 99287.STM2543 202
99287.STM2543 99287.STM0219 202
99287.STM0219 99287.STM2581 797
99287.STM2581 99287.STM0219 797
99287.STM0219 99287.STM2665 210
99287.STM2665 99287.STM0219 210
99287.STM0219 99287.STM2673 955
99287.STM2673 99287.STM0219 955
99287.STM0219 99287.STM2676 847
99287.STM2676 99287.STM0219 847
99287.STM0219 99287.STM3041 650
99287.STM3041 99287.STM0219 650
99287.STM0219 99287.STM3048 219
99287.STM3048 99287.STM0219 219
99287.STM0219 99287.STM3106 177
99287.STM3106 99287.STM0219 177
99287.STM0219 99287.STM3209 550
99287.STM3209 99287.STM0219 550
99287.STM0219 99287.STM3259 210
99287.STM3259 99287.STM0219 210
99287.STM0219 99287.STM3283 550
99287.STM3283 99287.STM0219 550
99287.STM0219 99287.STM3303 550
99287.STM3303 99287.STM0219 550
99287.STM0219 99287.STM3304 938
99287.STM3304 99287.STM0219 938
99287.STM0219 99287.STM3344 847
99287.STM3344 99287.STM0219 847
99287.STM0219 99287.STM3345 550
99287.STM3345 99287.STM0219 550
99287.STM0219 99287.STM3414 847
99287.STM3414 99287.STM0219 847
99287.STM0219 99287.STM3416 778
99287.STM3416 99287.STM0219 778
99287.STM0219 99287.STM3417 838
99287.STM3417 99287.STM0219 838
99287.STM0219 99287.STM3418 550
99287.STM3418 99287.STM0219 550
99287.STM0219 99287.STM3419 741
99287.STM3419 99287.STM0219 741
99287.STM0219 99287.STM3421 550
99287.STM3421 99287.STM0219 550
99287.STM0219 99287.STM3422 778
99287.STM3422 99287.STM0219 778
99287.STM0219 99287.STM3423 838
99287.STM3423 99287.STM0219 838
99287.STM0219 99287.STM3424 778
99287.STM3424 99287.STM0219 778
99287.STM0219 99287.STM3425 550
99287.STM3425 99287.STM0219 550
99287.STM0219 99287.STM3426 550
99287.STM3426 99287.STM0219 550
99287.STM0219 99287.STM3427 838
99287.STM3427 99287.STM0219 838
99287.STM0219 99287.STM3428 550
99287.STM3428 99287.STM0219 550
99287.STM0219 99287.STM3429 550
99287.STM3429 99287.STM0219 550
99287.STM0219 99287.STM3430 550
99287.STM3430 99287.STM0219 550
99287.STM0219 99287.STM3431 550
99287.STM3431 99287.STM0219 550
99287.STM0219 99287.STM3432 778
99287.STM3432 99287.STM0219 778
99287.STM0219 99287.STM3433 847
99287.STM3433 99287.STM0219 847
99287.STM0219 99287.STM3434 778
99287.STM3434 99287.STM0219 778
99287.STM0219 99287.STM3435 847
99287.STM3435 99287.STM0219 847
99287.STM0219 99287.STM3436 550
99287.STM3436 99287.STM0219 550
99287.STM0219 99287.STM3437 927
99287.STM3437 99287.STM0219 927
99287.STM0219 99287.STM3438 550
99287.STM3438 99287.STM0219 550
99287.STM0219 99287.STM3439 550
99287.STM3439 99287.STM0219 550
99287.STM0219 99287.STM3440 778
99287.STM3440 99287.STM0219 778
99287.STM0219 99287.STM3441 838
99287.STM3441 99287.STM0219 838
99287.STM0219 99287.STM3446 999
99287.STM3446 99287.STM0219 999
99287.STM0219 99287.STM3447 847
99287.STM3447 99287.STM0219 847
99287.STM0219 99287.STM3448 847
99287.STM3448 99287.STM0219 847
99287.STM0219 99287.STM3472 184
99287.STM3472 99287.STM0219 184
99287.STM0219 99287.STM3598 177
99287.STM3598 99287.STM0219 177
99287.STM0219 99287.STM3727 811
99287.STM3727 99287.STM0219 811
99287.STM0219 99287.STM3728 550
99287.STM3728 99287.STM0219 550
99287.STM0219 99287.STM3839 550
99287.STM3839 99287.STM0219 550
99287.STM0219 99287.STM4007 182
99287.STM4007 99287.STM0219 182
99287.STM0219 99287.STM4086 227
99287.STM4086 99287.STM0219 227
99287.STM0219 99287.STM4096 680
99287.STM4096 99287.STM0219 680
99287.STM0219 99287.STM4149 555
99287.STM4149 99287.STM0219 555
99287.STM0219 99287.STM4150 768
99287.STM4150 99287.STM0219 768
99287.STM0219 99287.STM4152 442
99287.STM4152 99287.STM0219 442
99287.STM0219 99287.STM4240 210
99287.STM4240 99287.STM0219 210
99287.STM0219 99287.STM4263 224
99287.STM4263 99287.STM0219 224
99287.STM0219 99287.STM4334 217
99287.STM4334 99287.STM0219 217
99287.STM0219 99287.STM4391 938
99287.STM4391 99287.STM0219 938
99287.STM0219 99287.STM4393 778
99287.STM4393 99287.STM0219 778
99287.STM0219 99287.STM4394 955
99287.STM4394 99287.STM0219 955
99287.STM0219 99287.STM4560 876
99287.STM4560 99287.STM0219 876
99287.STM0219 99287.STM4567 229
99287.STM4567 99287.STM0219 229
99287.STM0220 99287.STM0422 974
99287.STM0422 99287.STM0220 974
99287.STM0220 99287.STM0737 216
99287.STM0737 99287.STM0220 216
99287.STM0220 99287.STM2929 473
99287.STM2929 99287.STM0220 473
99287.STM0220 99287.STM3003 193
99287.STM3003 99287.STM0220 193
99287.STM0221 99287.STM0223 636
99287.STM0223 99287.STM0221 636
99287.STM0221 99287.STM0298 257
99287.STM0298 99287.STM0221 257
99287.STM0221 99287.STM0325 257
99287.STM0325 99287.STM0221 257
99287.STM0221 99287.STM0423 939
99287.STM0423 99287.STM0221 939
99287.STM0221 99287.STM0478 166
99287.STM0478 99287.STM0221 166
99287.STM0221 99287.STM0483 317
99287.STM0483 99287.STM0221 317
99287.STM0221 99287.STM0694 256
99287.STM0694 99287.STM0221 256
99287.STM0221 99287.STM0865 505
99287.STM0865 99287.STM0221 505
99287.STM0221 99287.STM0903 166
99287.STM0903 99287.STM0221 166
99287.STM0221 99287.STM0918 166
99287.STM0918 99287.STM0221 166
99287.STM0221 99287.STM0947 257
99287.STM0947 99287.STM0221 257
99287.STM0221 99287.STM1022 166
99287.STM1022 99287.STM0221 166
99287.STM0221 99287.STM1041 166
99287.STM1041 99287.STM0221 166
99287.STM0221 99287.STM1112 166
99287.STM1112 99287.STM0221 166
99287.STM0221 99287.STM1314 338
99287.STM1314 99287.STM0221 338
99287.STM0221 99287.STM1334 317
99287.STM1334 99287.STM0221 317
99287.STM0221 99287.STM1358 317
99287.STM1358 99287.STM0221 317
99287.STM0221 99287.STM1707 317
99287.STM1707 99287.STM0221 317
99287.STM0221 99287.STM1710 505
99287.STM1710 99287.STM0221 505
99287.STM0221 99287.STM1850 414
99287.STM1850 99287.STM0221 414
99287.STM0221 99287.STM1899 174
99287.STM1899 99287.STM0221 174
99287.STM0221 99287.STM1945 178
99287.STM1945 99287.STM0221 178
99287.STM0221 99287.STM2213 505
99287.STM2213 99287.STM0221 505
99287.STM0221 99287.STM2402 238
99287.STM2402 99287.STM0221 238
99287.STM0221 99287.STM2457 198
99287.STM2457 99287.STM0221 198
99287.STM0221 99287.STM2474 539
99287.STM2474 99287.STM0221 539
99287.STM0221 99287.STM2509 257
99287.STM2509 99287.STM0221 257
99287.STM0221 99287.STM2577 317
99287.STM2577 99287.STM0221 317
99287.STM0221 99287.STM2594 166
99287.STM2594 99287.STM0221 166
99287.STM0221 99287.STM2681 181
99287.STM2681 99287.STM0221 181
99287.STM0221 99287.STM2682 181
99287.STM2682 99287.STM0221 181
99287.STM0221 99287.STM2764 257
99287.STM2764 99287.STM0221 257
99287.STM0221 99287.STM2769 257
99287.STM2769 99287.STM0221 257
99287.STM0221 99287.STM2930 525
99287.STM2930 99287.STM0221 525
99287.STM0221 99287.STM2952 317
99287.STM2952 99287.STM0221 317
99287.STM0221 99287.STM3042 183
99287.STM3042 99287.STM0221 183
99287.STM0221 99287.STM3076 539
99287.STM3076 99287.STM0221 539
99287.STM0221 99287.STM3171 371
99287.STM3171 99287.STM0221 371
99287.STM0221 99287.STM3205 899
99287.STM3205 99287.STM0221 899
99287.STM0221 99287.STM3305 939
99287.STM3305 99287.STM0221 939
99287.STM0221 99287.STM3408 414
99287.STM3408 99287.STM0221 414
99287.STM0221 99287.STM3462 167
99287.STM3462 99287.STM0221 167
99287.STM0221 99287.STM3529 180
99287.STM3529 99287.STM0221 180
99287.STM0221 99287.STM3595 505
99287.STM3595 99287.STM0221 505
99287.STM0221 99287.STM3672 371
99287.STM3672 99287.STM0221 371
99287.STM0221 99287.STM4052 371
99287.STM4052 99287.STM0221 371
99287.STM0221 99287.STM4101 173
99287.STM4101 99287.STM0221 173
99287.STM0221 99287.STM4108 180
99287.STM4108 99287.STM0221 180
99287.STM0221 99287.STM4319 505
99287.STM4319 99287.STM0221 505
99287.STM0221 99287.STM4329 317
99287.STM4329 99287.STM0221 317
99287.STM0221 99287.STM4366 317
99287.STM4366 99287.STM0221 317
99287.STM0221 99287.STM4499 174
99287.STM4499 99287.STM0221 174
99287.STM0222 99287.STM0248 234
99287.STM0248 99287.STM0222 234
99287.STM0222 99287.STM0298 292
99287.STM0298 99287.STM0222 292
99287.STM0222 99287.STM0325 292
99287.STM0325 99287.STM0222 292
99287.STM0222 99287.STM0405 257
99287.STM0405 99287.STM0222 257
99287.STM0222 99287.STM0463 223
99287.STM0463 99287.STM0222 223
99287.STM0222 99287.STM0812 370
99287.STM0812 99287.STM0222 370
99287.STM0222 99287.STM0865 379
99287.STM0865 99287.STM0222 379
99287.STM0222 99287.STM0947 292
99287.STM0947 99287.STM0222 292
99287.STM0222 99287.STM0972 298
99287.STM0972 99287.STM0222 298
99287.STM0222 99287.STM1148 370
99287.STM1148 99287.STM0222 370
99287.STM0222 99287.STM1234 695
99287.STM1234 99287.STM0222 695
99287.STM0222 99287.STM1669 463
99287.STM1669 99287.STM0222 463
99287.STM0222 99287.STM1710 379
99287.STM1710 99287.STM0222 379
99287.STM0222 99287.STM1739 370
99287.STM1739 99287.STM0222 370
99287.STM0222 99287.STM1754 905
99287.STM1754 99287.STM0222 905
99287.STM0222 99287.STM1945 871
99287.STM1945 99287.STM0222 871
99287.STM0222 99287.STM1959 172
99287.STM1959 99287.STM0222 172
99287.STM0222 99287.STM2213 379
99287.STM2213 99287.STM0222 379
99287.STM0222 99287.STM2317 207
99287.STM2317 99287.STM0222 207
99287.STM0222 99287.STM2509 292
99287.STM2509 99287.STM0222 292
99287.STM0222 99287.STM2532 463
99287.STM2532 99287.STM0222 463
99287.STM0222 99287.STM2652 370
99287.STM2652 99287.STM0222 370
99287.STM0222 99287.STM2669 506
99287.STM2669 99287.STM0222 506
99287.STM0222 99287.STM2764 292
99287.STM2764 99287.STM0222 292
99287.STM0222 99287.STM2769 292
99287.STM2769 99287.STM0222 292
99287.STM0222 99287.STM2771 172
99287.STM2771 99287.STM0222 172
99287.STM0222 99287.STM2945 298
99287.STM2945 99287.STM0222 298
99287.STM0222 99287.STM3010 725
99287.STM3010 99287.STM0222 725
99287.STM0222 99287.STM3035 370
99287.STM3035 99287.STM0222 370
99287.STM0222 99287.STM3173 725
99287.STM3173 99287.STM0222 725
99287.STM0222 99287.STM3232 393
99287.STM3232 99287.STM0222 393
99287.STM0222 99287.STM3325 298
99287.STM3325 99287.STM0222 298
99287.STM0222 99287.STM3420 226
99287.STM3420 99287.STM0222 226
99287.STM0222 99287.STM3595 379
99287.STM3595 99287.STM0222 379
99287.STM0222 99287.STM3721 298
99287.STM3721 99287.STM0222 298
99287.STM0222 99287.STM3763 159
99287.STM3763 99287.STM0222 159
99287.STM0222 99287.STM3998 725
99287.STM3998 99287.STM0222 725
99287.STM0222 99287.STM4319 379
99287.STM4319 99287.STM0222 379
99287.STM0222 99287.STM4456 159
99287.STM4456 99287.STM0222 159
99287.STM0222 99287.STM4489 370
99287.STM4489 99287.STM0222 370
99287.STM0223 99287.STM0618 172
99287.STM0618 99287.STM0223 172
99287.STM0223 99287.STM1125 199
99287.STM1125 99287.STM0223 199
99287.STM0223 99287.STM1386 192
99287.STM1386 99287.STM0223 192
99287.STM0223 99287.STM1710 207
99287.STM1710 99287.STM0223 207
99287.STM0223 99287.STM1890 318
99287.STM1890 99287.STM0223 318
99287.STM0223 99287.STM2391 239
99287.STM2391 99287.STM0223 239
99287.STM0223 99287.STM2638 772
99287.STM2638 99287.STM0223 772
99287.STM0223 99287.STM2639 927
99287.STM2639 99287.STM0223 927
99287.STM0223 99287.STM2995 207
99287.STM2995 99287.STM0223 207
99287.STM0223 99287.STM3166 172
99287.STM3166 99287.STM0223 172
99287.STM0223 99287.STM3615 212
99287.STM3615 99287.STM0223 212
99287.STM0224 99287.STM0225 912
99287.STM0225 99287.STM0224 912
99287.STM0224 99287.STM0244 920
99287.STM0244 99287.STM0224 920
99287.STM0224 99287.STM0320 157
99287.STM0320 99287.STM0224 157
99287.STM0224 99287.STM0542 207
99287.STM0542 99287.STM0224 207
99287.STM0224 99287.STM0647 811
99287.STM0647 99287.STM0224 811
99287.STM0224 99287.STM0659 248
99287.STM0659 99287.STM0224 248
99287.STM0224 99287.STM0693 215
99287.STM0693 99287.STM0224 215
99287.STM0224 99287.STM0748 696
99287.STM0748 99287.STM0224 696
99287.STM0224 99287.STM0903 234
99287.STM0903 99287.STM0224 234
99287.STM0224 99287.STM0999 157
99287.STM0999 99287.STM0224 157
99287.STM0224 99287.STM1022 234
99287.STM1022 99287.STM0224 234
99287.STM0224 99287.STM1070 863
99287.STM1070 99287.STM0224 863
99287.STM0224 99287.STM1112 234
99287.STM1112 99287.STM0224 234
99287.STM0224 99287.STM1473 157
99287.STM1473 99287.STM0224 157
99287.STM0224 99287.STM1530 157
99287.STM1530 99287.STM0224 157
99287.STM0224 99287.STM1572 157
99287.STM1572 99287.STM0224 157
99287.STM0224 99287.STM1885 195
99287.STM1885 99287.STM0224 195
99287.STM0224 99287.STM1995 157
99287.STM1995 99287.STM0224 157
99287.STM0224 99287.STM2060 199
99287.STM2060 99287.STM0224 199
99287.STM0224 99287.STM2120 164
99287.STM2120 99287.STM0224 164
99287.STM0224 99287.STM2125 248
99287.STM2125 99287.STM0224 248
99287.STM0224 99287.STM2267 157
99287.STM2267 99287.STM0224 157
99287.STM0224 99287.STM2326 206
99287.STM2326 99287.STM0224 206
99287.STM0224 99287.STM2384 206
99287.STM2384 99287.STM0224 206
99287.STM0224 99287.STM2488 999
99287.STM2488 99287.STM0224 999
99287.STM0224 99287.STM2520 999
99287.STM2520 99287.STM0224 999
99287.STM0224 99287.STM2539 248
99287.STM2539 99287.STM0224 248
99287.STM0224 99287.STM2663 999
99287.STM2663 99287.STM0224 999
99287.STM0224 99287.STM2685 999
99287.STM2685 99287.STM0224 999
99287.STM0224 99287.STM3053 219
99287.STM3053 99287.STM0224 219
99287.STM0224 99287.STM3186 827
99287.STM3186 99287.STM0224 827
99287.STM0224 99287.STM3348 614
99287.STM3348 99287.STM0224 614
99287.STM0224 99287.STM3349 614
99287.STM3349 99287.STM0224 614
99287.STM0224 99287.STM3417 216
99287.STM3417 99287.STM0224 216
99287.STM0224 99287.STM3485 490
99287.STM3485 99287.STM0224 490
99287.STM0224 99287.STM3529 176
99287.STM3529 99287.STM0224 176
99287.STM0224 99287.STM4108 176
99287.STM4108 99287.STM0224 176
99287.STM0224 99287.STM4149 164
99287.STM4149 99287.STM0224 164
99287.STM0224 99287.STM4409 677
99287.STM4409 99287.STM0224 677
99287.STM0224 99287.STM4410 908
99287.STM4410 99287.STM0224 908
99287.STM0224 99287.STM4568 207
99287.STM4568 99287.STM0224 207
99287.STM0225 99287.STM0228 199
99287.STM0228 99287.STM0225 199
99287.STM0225 99287.STM0320 539
