protein1 protein2 combined_score
99287.STM3348 99287.STM0833 182
99287.STM0833 99287.STM3349 182
99287.STM3349 99287.STM0833 182
99287.STM0833 99287.STM3502 269
99287.STM3502 99287.STM0833 269
99287.STM0833 99287.STM3883 211
99287.STM3883 99287.STM0833 211
99287.STM0833 99287.STM4091 189
99287.STM4091 99287.STM0833 189
99287.STM0833 99287.STM4130 433
99287.STM4130 99287.STM0833 433
99287.STM0833 99287.STM4361 396
99287.STM4361 99287.STM0833 396
99287.STM0835 99287.STM0878 400
99287.STM0878 99287.STM0835 400
99287.STM0835 99287.STM1133 745
99287.STM1133 99287.STM0835 745
99287.STM0835 99287.STM1226 400
99287.STM1226 99287.STM0835 400
99287.STM0835 99287.STM1493 464
99287.STM1493 99287.STM0835 464
99287.STM0835 99287.STM1551 244
99287.STM1551 99287.STM0835 244
99287.STM0835 99287.STM1634 356
99287.STM1634 99287.STM0835 356
99287.STM0835 99287.STM1636 356
99287.STM1636 99287.STM0835 356
99287.STM0835 99287.STM1679 414
99287.STM1679 99287.STM0835 414
99287.STM0835 99287.STM1692 414
99287.STM1692 99287.STM0835 414
99287.STM0835 99287.STM1746 414
99287.STM1746 99287.STM0835 414
99287.STM0835 99287.STM1891 740
99287.STM1891 99287.STM0835 740
99287.STM0835 99287.STM1892 802
99287.STM1892 99287.STM0835 802
99287.STM0835 99287.STM1893 788
99287.STM1893 99287.STM0835 788
99287.STM0835 99287.STM1952 356
99287.STM1952 99287.STM0835 356
99287.STM0835 99287.STM2020 464
99287.STM2020 99287.STM0835 464
99287.STM0835 99287.STM2165 464
99287.STM2165 99287.STM0835 464
99287.STM0835 99287.STM2216 414
99287.STM2216 99287.STM0835 414
99287.STM0835 99287.STM2562 442
99287.STM2562 99287.STM0835 442
99287.STM0835 99287.STM2810 724
99287.STM2810 99287.STM0835 724
99287.STM0835 99287.STM2811 724
99287.STM2811 99287.STM0835 724
99287.STM0835 99287.STM2815 206
99287.STM2815 99287.STM0835 206
99287.STM0835 99287.STM2847 760
99287.STM2847 99287.STM0835 760
99287.STM0835 99287.STM2861 861
99287.STM2861 99287.STM0835 861
99287.STM0835 99287.STM2862 802
99287.STM2862 99287.STM0835 802
99287.STM0835 99287.STM2863 788
99287.STM2863 99287.STM0835 788
99287.STM0835 99287.STM2864 788
99287.STM2864 99287.STM0835 788
99287.STM0835 99287.STM2924 436
99287.STM2924 99287.STM0835 436
99287.STM0835 99287.STM3074 464
99287.STM3074 99287.STM0835 464
99287.STM0835 99287.STM3211 436
99287.STM3211 99287.STM0835 436
99287.STM0835 99287.STM3554 400
99287.STM3554 99287.STM0835 400
99287.STM0835 99287.STM3556 464
99287.STM3556 99287.STM0835 464
99287.STM0835 99287.STM3559 244
99287.STM3559 99287.STM0835 244
99287.STM0835 99287.STM3568 436
99287.STM3568 99287.STM0835 436
99287.STM0835 99287.STM3585 398
99287.STM3585 99287.STM0835 398
99287.STM0835 99287.STM3586 398
99287.STM3586 99287.STM0835 398
99287.STM0835 99287.STM3606 333
99287.STM3606 99287.STM0835 333
99287.STM0835 99287.STM3800 315
99287.STM3800 99287.STM0835 315
99287.STM0835 99287.STM4005 442
99287.STM4005 99287.STM0835 442
99287.STM0835 99287.STM4174 442
99287.STM4174 99287.STM0835 442
99287.STM0835 99287.STM4228 464
99287.STM4228 99287.STM0835 464
99287.STM0835 99287.STM4229 688
99287.STM4229 99287.STM0835 688
99287.STM0835 99287.STM4230 400
99287.STM4230 99287.STM0835 400
99287.STM0835 99287.STM4241 450
99287.STM4241 99287.STM0835 450
99287.STM0836 99287.STM2333 408
99287.STM2333 99287.STM0836 408
99287.STM0836 99287.STM2339 495
99287.STM2339 99287.STM0836 495
99287.STM0836 99287.STM2425 177
99287.STM2425 99287.STM0836 177
99287.STM0836 99287.STM3053 384
99287.STM3053 99287.STM0836 384
99287.STM0836 99287.STM3166 408
99287.STM3166 99287.STM0836 408
99287.STM0836 99287.STM4069 408
99287.STM4069 99287.STM0836 408
99287.STM0836 99287.STM4195 177
99287.STM4195 99287.STM0836 177
99287.STM0836 99287.STM4464 495
99287.STM4464 99287.STM0836 495
99287.STM0837 99287.STM2015 160
99287.STM2015 99287.STM0837 160
99287.STM0837 99287.STM2148 177
99287.STM2148 99287.STM0837 177
99287.STM0837 99287.STM4452 152
99287.STM4452 99287.STM0837 152
99287.STM0838 99287.STM0848 171
99287.STM0848 99287.STM0838 171
99287.STM0838 99287.STM1062 941
99287.STM1062 99287.STM0838 941
99287.STM0838 99287.STM1191 177
99287.STM1191 99287.STM0838 177
99287.STM0838 99287.STM1335 177
99287.STM1335 99287.STM0838 177
99287.STM0838 99287.STM1336 177
99287.STM1336 99287.STM0838 177
99287.STM0838 99287.STM1456 198
99287.STM1456 99287.STM0838 198
99287.STM0838 99287.STM1641 246
99287.STM1641 99287.STM0838 246
99287.STM0838 99287.STM1695 171
99287.STM1695 99287.STM0838 171
99287.STM0838 99287.STM1696 171
99287.STM1696 99287.STM0838 171
99287.STM0838 99287.STM1741 412
99287.STM1741 99287.STM0838 412
99287.STM0838 99287.STM1850 295
99287.STM1850 99287.STM0838 295
99287.STM0838 99287.STM1885 206
99287.STM1885 99287.STM0838 206
99287.STM0838 99287.STM2020 400
99287.STM2020 99287.STM0838 400
99287.STM0838 99287.STM2021 457
99287.STM2021 99287.STM0838 457
99287.STM0838 99287.STM2205 183
99287.STM2205 99287.STM0838 183
99287.STM0838 99287.STM2219 171
99287.STM2219 99287.STM0838 171
99287.STM0838 99287.STM2415 212
99287.STM2415 99287.STM0838 212
99287.STM0838 99287.STM2522 415
99287.STM2522 99287.STM0838 415
99287.STM0838 99287.STM2673 177
99287.STM2673 99287.STM0838 177
99287.STM0838 99287.STM2676 177
99287.STM2676 99287.STM0838 177
99287.STM0838 99287.STM3073 457
99287.STM3073 99287.STM0838 457
99287.STM0838 99287.STM3074 400
99287.STM3074 99287.STM0838 400
99287.STM0838 99287.STM3208 302
99287.STM3208 99287.STM0838 302
99287.STM0838 99287.STM3282 341
99287.STM3282 99287.STM0838 341
99287.STM0838 99287.STM3283 247
99287.STM3283 99287.STM0838 247
99287.STM0838 99287.STM3286 423
99287.STM3286 99287.STM0838 423
99287.STM0838 99287.STM3297 370
99287.STM3297 99287.STM0838 370
99287.STM0838 99287.STM3303 177
99287.STM3303 99287.STM0838 177
99287.STM0838 99287.STM3304 177
99287.STM3304 99287.STM0838 177
99287.STM0838 99287.STM3344 177
99287.STM3344 99287.STM0838 177
99287.STM0838 99287.STM3345 247
99287.STM3345 99287.STM0838 247
99287.STM0838 99287.STM3408 295
99287.STM3408 99287.STM0838 295
99287.STM0838 99287.STM3414 177
99287.STM3414 99287.STM0838 177
99287.STM0838 99287.STM3416 246
99287.STM3416 99287.STM0838 246
99287.STM0838 99287.STM3417 247
99287.STM3417 99287.STM0838 247
99287.STM0838 99287.STM3418 248
99287.STM3418 99287.STM0838 248
99287.STM0838 99287.STM3419 160
99287.STM3419 99287.STM0838 160
99287.STM0838 99287.STM3421 505
99287.STM3421 99287.STM0838 505
99287.STM0838 99287.STM3422 494
99287.STM3422 99287.STM0838 494
99287.STM0838 99287.STM3423 247
99287.STM3423 99287.STM0838 247
99287.STM0838 99287.STM3424 248
99287.STM3424 99287.STM0838 248
99287.STM0838 99287.STM3425 247
99287.STM3425 99287.STM0838 247
99287.STM0838 99287.STM3426 247
99287.STM3426 99287.STM0838 247
99287.STM0838 99287.STM3427 507
99287.STM3427 99287.STM0838 507
99287.STM0838 99287.STM3428 498
99287.STM3428 99287.STM0838 498
99287.STM0838 99287.STM3429 247
99287.STM3429 99287.STM0838 247
99287.STM0838 99287.STM3430 247
99287.STM3430 99287.STM0838 247
99287.STM0838 99287.STM3431 247
99287.STM3431 99287.STM0838 247
99287.STM0838 99287.STM3432 496
99287.STM3432 99287.STM0838 496
99287.STM0838 99287.STM3433 247
99287.STM3433 99287.STM0838 247
99287.STM0838 99287.STM3434 248
99287.STM3434 99287.STM0838 248
99287.STM0838 99287.STM3435 495
99287.STM3435 99287.STM0838 495
99287.STM0838 99287.STM3436 249
99287.STM3436 99287.STM0838 249
99287.STM0838 99287.STM3437 510
99287.STM3437 99287.STM0838 510
99287.STM0838 99287.STM3438 506
99287.STM3438 99287.STM0838 506
99287.STM0838 99287.STM3439 246
99287.STM3439 99287.STM0838 246
99287.STM0838 99287.STM3440 505
99287.STM3440 99287.STM0838 505
99287.STM0838 99287.STM3441 247
99287.STM3441 99287.STM0838 247
99287.STM0838 99287.STM3446 403
99287.STM3446 99287.STM0838 403
99287.STM0838 99287.STM3447 232
99287.STM3447 99287.STM0838 232
99287.STM0838 99287.STM3448 507
99287.STM3448 99287.STM0838 507
99287.STM0838 99287.STM3682 404
99287.STM3682 99287.STM0838 404
99287.STM0838 99287.STM3727 172
99287.STM3727 99287.STM0838 172
99287.STM0838 99287.STM3728 177
99287.STM3728 99287.STM0838 177
99287.STM0838 99287.STM3839 177
99287.STM3839 99287.STM0838 177
99287.STM0838 99287.STM4096 158
99287.STM4096 99287.STM0838 158
99287.STM0838 99287.STM4149 424
99287.STM4149 99287.STM0838 424
99287.STM0838 99287.STM4150 500
99287.STM4150 99287.STM0838 500
99287.STM0838 99287.STM4151 411
99287.STM4151 99287.STM0838 411
99287.STM0838 99287.STM4391 177
99287.STM4391 99287.STM0838 177
99287.STM0838 99287.STM4393 177
99287.STM4393 99287.STM0838 177
99287.STM0838 99287.STM4415 199
99287.STM4415 99287.STM0838 199
99287.STM0840 99287.STM1467 204
99287.STM1467 99287.STM0840 204
99287.STM0840 99287.STM2092 295
99287.STM2092 99287.STM0840 295
99287.STM0841 99287.STM0843 182
99287.STM0843 99287.STM0841 182
99287.STM0841 99287.STM0846 199
99287.STM0846 99287.STM0841 199
99287.STM0841 99287.STM4114 182
99287.STM4114 99287.STM0841 182
99287.STM0842 99287.STM1467 204
99287.STM1467 99287.STM0842 204
99287.STM0842 99287.STM2092 295
99287.STM2092 99287.STM0842 295
99287.STM0843 99287.STM1198 419
99287.STM1198 99287.STM0843 419
99287.STM0843 99287.STM1312 173
99287.STM1312 99287.STM0843 173
99287.STM0843 99287.STM1349 626
99287.STM1349 99287.STM0843 626
99287.STM0843 99287.STM1357 479
99287.STM1357 99287.STM0843 479
99287.STM0843 99287.STM1378 570
99287.STM1378 99287.STM0843 570
99287.STM0843 99287.STM1566 800
99287.STM1566 99287.STM0843 800
99287.STM0843 99287.STM1569 728
99287.STM1569 99287.STM0843 728
99287.STM0843 99287.STM1570 735
99287.STM1570 99287.STM0843 735
99287.STM0843 99287.STM1651 556
99287.STM1651 99287.STM0843 556
99287.STM0843 99287.STM1749 846
99287.STM1749 99287.STM0843 846
99287.STM0843 99287.STM1888 570
99287.STM1888 99287.STM0843 570
99287.STM0843 99287.STM2047 552
99287.STM2047 99287.STM0843 552
99287.STM0843 99287.STM2051 695
99287.STM2051 99287.STM0843 695
99287.STM0843 99287.STM2257 183
99287.STM2257 99287.STM0843 183
99287.STM0843 99287.STM2312 171
99287.STM2312 99287.STM0843 171
99287.STM0843 99287.STM2324 655
99287.STM2324 99287.STM0843 655
99287.STM0843 99287.STM2338 407
99287.STM2338 99287.STM0843 407
99287.STM0843 99287.STM2366 946
99287.STM2366 99287.STM0843 946
99287.STM0843 99287.STM2388 538
99287.STM2388 99287.STM0843 538
99287.STM0843 99287.STM2389 838
99287.STM2389 99287.STM0843 838
99287.STM0843 99287.STM2463 695
99287.STM2463 99287.STM0843 695
99287.STM0843 99287.STM2466 407
99287.STM2466 99287.STM0843 407
99287.STM0843 99287.STM2472 407
99287.STM2472 99287.STM0843 407
99287.STM0843 99287.STM3019 665
99287.STM3019 99287.STM0843 665
99287.STM0843 99287.STM3244 830
99287.STM3244 99287.STM0843 830
99287.STM0843 99287.STM3351 744
99287.STM3351 99287.STM0843 744
99287.STM0843 99287.STM3352 733
99287.STM3352 99287.STM0843 733
99287.STM0843 99287.STM3353 650
99287.STM3353 99287.STM0843 650
99287.STM0843 99287.STM3359 558
99287.STM3359 99287.STM0843 558
99287.STM0843 99287.STM3379 990
99287.STM3379 99287.STM0843 990
99287.STM0843 99287.STM3380 946
99287.STM3380 99287.STM0843 946
99287.STM0843 99287.STM3795 991
99287.STM3795 99287.STM0843 991
99287.STM0843 99287.STM3796 847
99287.STM3796 99287.STM0843 847
99287.STM0843 99287.STM3901 847
99287.STM3901 99287.STM0843 847
99287.STM0843 99287.STM3902 991
99287.STM3902 99287.STM0843 991
99287.STM0843 99287.STM3903 419
99287.STM3903 99287.STM0843 419
99287.STM0843 99287.STM3905 826
99287.STM3905 99287.STM0843 826
99287.STM0843 99287.STM3982 665
99287.STM3982 99287.STM0843 665
99287.STM0843 99287.STM3983 538
99287.STM3983 99287.STM0843 538
99287.STM0843 99287.STM4035 938
99287.STM4035 99287.STM0843 938
99287.STM0843 99287.STM4036 886
99287.STM4036 99287.STM0843 886
99287.STM0843 99287.STM4037 735
99287.STM4037 99287.STM0843 735
99287.STM0843 99287.STM4100 739
99287.STM4100 99287.STM0843 739
99287.STM0843 99287.STM4285 929
99287.STM4285 99287.STM0843 929
99287.STM0843 99287.STM4421 761
99287.STM4421 99287.STM0843 761
99287.STM0844 99287.STM3809 189
99287.STM3809 99287.STM0844 189
99287.STM0845 99287.STM0963 161
99287.STM0963 99287.STM0845 161
99287.STM0845 99287.STM0977 184
99287.STM0977 99287.STM0845 184
99287.STM0845 99287.STM1081 366
99287.STM1081 99287.STM0845 366
99287.STM0845 99287.STM1191 481
99287.STM1191 99287.STM0845 481
99287.STM0845 99287.STM1221 560
99287.STM1221 99287.STM0845 560
99287.STM0845 99287.STM1298 169
99287.STM1298 99287.STM0845 169
99287.STM0845 99287.STM1333 525
99287.STM1333 99287.STM0845 525
99287.STM0845 99287.STM1490 226
99287.STM1490 99287.STM0845 226
99287.STM0845 99287.STM1526 170
99287.STM1526 99287.STM0845 170
99287.STM0845 99287.STM1612 169
99287.STM1612 99287.STM0845 169
99287.STM0845 99287.STM1712 156
99287.STM1712 99287.STM0845 156
99287.STM0845 99287.STM1779 172
99287.STM1779 99287.STM0845 172
99287.STM0845 99287.STM2076 350
99287.STM2076 99287.STM0845 350
99287.STM0845 99287.STM2080 162
99287.STM2080 99287.STM0845 162
99287.STM0845 99287.STM2092 152
99287.STM2092 99287.STM0845 152
99287.STM0845 99287.STM2140 391
99287.STM2140 99287.STM0845 391
99287.STM0845 99287.STM2193 161
99287.STM2193 99287.STM0845 161
99287.STM0845 99287.STM2265 169
99287.STM2265 99287.STM0845 169
99287.STM0845 99287.STM2404 226
99287.STM2404 99287.STM0845 226
99287.STM0845 99287.STM2533 447
99287.STM2533 99287.STM0845 447
99287.STM0845 99287.STM2543 706
99287.STM2543 99287.STM0845 706
99287.STM0845 99287.STM2546 152
99287.STM2546 99287.STM0845 152
99287.STM0845 99287.STM2581 509
99287.STM2581 99287.STM0845 509
99287.STM0845 99287.STM2673 481
99287.STM2673 99287.STM0845 481
99287.STM0845 99287.STM2827 185
99287.STM2827 99287.STM0845 185
99287.STM0845 99287.STM2933 448
99287.STM2933 99287.STM0845 448
99287.STM0845 99287.STM2936 164
99287.STM2936 99287.STM0845 164
99287.STM0845 99287.STM3040 181
99287.STM3040 99287.STM0845 181
99287.STM0845 99287.STM3041 285
99287.STM3041 99287.STM0845 285
99287.STM0845 99287.STM3100 161
99287.STM3100 99287.STM0845 161
99287.STM0845 99287.STM3200 165
99287.STM3200 99287.STM0845 165
99287.STM0845 99287.STM3303 481
99287.STM3303 99287.STM0845 481
99287.STM0845 99287.STM3304 481
99287.STM3304 99287.STM0845 481
99287.STM0845 99287.STM3334 184
99287.STM3334 99287.STM0845 184
99287.STM0845 99287.STM3345 459
99287.STM3345 99287.STM0845 459
99287.STM0845 99287.STM3414 519
99287.STM3414 99287.STM0845 519
99287.STM0845 99287.STM3421 459
99287.STM3421 99287.STM0845 459
99287.STM0845 99287.STM3429 459
99287.STM3429 99287.STM0845 459
99287.STM0845 99287.STM3433 459
99287.STM3433 99287.STM0845 459
99287.STM0845 99287.STM3435 459
99287.STM3435 99287.STM0845 459
99287.STM0845 99287.STM3437 459
99287.STM3437 99287.STM0845 459
99287.STM0845 99287.STM3439 445
99287.STM3439 99287.STM0845 445
99287.STM0845 99287.STM3440 459
99287.STM3440 99287.STM0845 459
99287.STM0845 99287.STM3446 160
99287.STM3446 99287.STM0845 160
99287.STM0845 99287.STM3511 169
99287.STM3511 99287.STM0845 169
99287.STM0845 99287.STM3842 481
99287.STM3842 99287.STM0845 481
99287.STM0845 99287.STM3985 166
99287.STM3985 99287.STM0845 166
99287.STM0845 99287.STM4072 169
99287.STM4072 99287.STM0845 169
99287.STM0845 99287.STM4149 459
99287.STM4149 99287.STM0845 459
99287.STM0845 99287.STM4150 459
99287.STM4150 99287.STM0845 459
99287.STM0845 99287.STM4152 481
99287.STM4152 99287.STM0845 481
99287.STM0845 99287.STM4161 586
99287.STM4161 99287.STM0845 586
99287.STM0845 99287.STM4176 181
99287.STM4176 99287.STM0845 181
99287.STM0845 99287.STM4234 376
99287.STM4234 99287.STM0845 376
99287.STM0845 99287.STM4394 481
99287.STM4394 99287.STM0845 481
99287.STM0845 99287.STM4414 154
99287.STM4414 99287.STM0845 154
99287.STM0845 99287.STM4451 170
99287.STM4451 99287.STM0845 170
99287.STM0845 99287.STM4452 173
99287.STM4452 99287.STM0845 173
99287.STM0846 99287.STM1373 628
99287.STM1373 99287.STM0846 628
99287.STM0846 99287.STM1577 177
99287.STM1577 99287.STM0846 177
99287.STM0846 99287.STM1623 846
99287.STM1623 99287.STM0846 846
99287.STM0846 99287.STM1627 188
99287.STM1627 99287.STM0846 188
99287.STM0846 99287.STM1740 207
99287.STM1740 99287.STM0846 207
99287.STM0846 99287.STM1764 177
99287.STM1764 99287.STM0846 177
99287.STM0846 99287.STM1853 261
99287.STM1853 99287.STM0846 261
99287.STM0846 99287.STM2287 165
99287.STM2287 99287.STM0846 165
99287.STM0846 99287.STM2907 261
99287.STM2907 99287.STM0846 261
99287.STM0846 99287.STM2933 207
99287.STM2933 99287.STM0846 207
99287.STM0846 99287.STM2936 602
99287.STM2936 99287.STM0846 602
99287.STM0846 99287.STM2969 225
99287.STM2969 99287.STM0846 225
99287.STM0846 99287.STM2984 628
99287.STM2984 99287.STM0846 628
99287.STM0846 99287.STM2995 407
99287.STM2995 99287.STM0846 407
99287.STM0846 99287.STM3290 193
99287.STM3290 99287.STM0846 193
99287.STM0846 99287.STM3453 261
99287.STM3453 99287.STM0846 261
99287.STM0846 99287.STM3483 184
99287.STM3483 99287.STM0846 184
99287.STM0846 99287.STM3740 635
99287.STM3740 99287.STM0846 635
99287.STM0846 99287.STM3910 376
99287.STM3910 99287.STM0846 376
99287.STM0846 99287.STM3993 517
99287.STM3993 99287.STM0846 517
99287.STM0846 99287.STM3994 998
99287.STM3994 99287.STM0846 998
99287.STM0846 99287.STM4062 189
99287.STM4062 99287.STM0846 189
99287.STM0846 99287.STM4084 198
99287.STM4084 99287.STM0846 198
99287.STM0846 99287.STM4397 261
99287.STM4397 99287.STM0846 261
99287.STM0846 99287.STM4560 407
99287.STM4560 99287.STM0846 407
99287.STM0847 99287.STM0900 460
99287.STM0900 99287.STM0847 460
99287.STM0847 99287.STM0972 407
99287.STM0972 99287.STM0847 407
99287.STM0847 99287.STM0998 602
99287.STM0998 99287.STM0847 602
99287.STM0847 99287.STM1124 696
99287.STM1124 99287.STM0847 696
99287.STM0847 99287.STM1463 268
99287.STM1463 99287.STM0847 268
99287.STM0847 99287.STM1669 163
99287.STM1669 99287.STM0847 163
99287.STM0847 99287.STM1741 397
99287.STM1741 99287.STM0847 397
99287.STM0847 99287.STM1821 460
99287.STM1821 99287.STM0847 460
99287.STM0847 99287.STM1877 408
99287.STM1877 99287.STM0847 408
99287.STM0847 99287.STM2223 460
99287.STM2223 99287.STM0847 460
99287.STM0847 99287.STM2331 870
99287.STM2331 99287.STM0847 870
99287.STM0847 99287.STM2360 591
99287.STM2360 99287.STM0847 591
99287.STM0847 99287.STM2402 501
99287.STM2402 99287.STM0847 501
99287.STM0847 99287.STM2532 163
99287.STM2532 99287.STM0847 163
99287.STM0847 99287.STM2945 407
99287.STM2945 99287.STM0847 407
99287.STM0847 99287.STM3013 591
99287.STM3013 99287.STM0847 591
99287.STM0847 99287.STM3015 916
99287.STM3015 99287.STM0847 916
99287.STM0847 99287.STM3133 408
99287.STM3133 99287.STM0847 408
99287.STM0847 99287.STM3290 825
99287.STM3290 99287.STM0847 825
99287.STM0847 99287.STM3325 407
99287.STM3325 99287.STM0847 407
99287.STM0847 99287.STM3415 655
99287.STM3415 99287.STM0847 655
99287.STM0847 99287.STM3721 407
99287.STM3721 99287.STM0847 407
99287.STM0847 99287.STM3741 673
99287.STM3741 99287.STM0847 673
99287.STM0847 99287.STM4101 600
99287.STM4101 99287.STM0847 600
99287.STM0847 99287.STM4153 889
99287.STM4153 99287.STM0847 889
99287.STM0847 99287.STM4154 645
99287.STM4154 99287.STM0847 645
99287.STM0847 99287.STM4220 600
99287.STM4220 99287.STM0847 600
99287.STM0847 99287.STM4248 602
99287.STM4248 99287.STM0847 602
99287.STM0847 99287.STM4343 329
99287.STM4343 99287.STM0847 329
99287.STM0847 99287.STM4366 818
99287.STM4366 99287.STM0847 818
99287.STM0847 99287.STM4459 870
99287.STM4459 99287.STM0847 870
99287.STM0847 99287.STM4460 870
99287.STM4460 99287.STM0847 870
99287.STM0847 99287.STM4510 916
99287.STM4510 99287.STM0847 916
99287.STM0848 99287.STM0849 993
99287.STM0849 99287.STM0848 993
99287.STM0848 99287.STM0850 860
99287.STM0850 99287.STM0848 860
99287.STM0848 99287.STM0851 937
99287.STM0851 99287.STM0848 937
99287.STM0848 99287.STM1365 269
99287.STM1365 99287.STM0848 269
99287.STM0848 99287.STM1532 190
99287.STM1532 99287.STM0848 190
99287.STM0848 99287.STM1538 190
99287.STM1538 99287.STM0848 190
99287.STM0848 99287.STM1679 450
99287.STM1679 99287.STM0848 450
99287.STM0848 99287.STM1692 731
99287.STM1692 99287.STM0848 731
99287.STM0848 99287.STM1693 740
99287.STM1693 99287.STM0848 740
99287.STM0848 99287.STM1694 740
99287.STM1694 99287.STM0848 740
99287.STM0848 99287.STM1742 636
99287.STM1742 99287.STM0848 636
99287.STM0848 99287.STM1743 689
99287.STM1743 99287.STM0848 689
99287.STM0848 99287.STM1744 865
99287.STM1744 99287.STM0848 865
99287.STM0848 99287.STM1745 328
99287.STM1745 99287.STM0848 328
99287.STM0848 99287.STM1746 450
99287.STM1746 99287.STM0848 450
99287.STM0848 99287.STM1787 190
99287.STM1787 99287.STM0848 190
99287.STM0848 99287.STM1892 152
99287.STM1892 99287.STM0848 152
99287.STM0848 99287.STM2021 585
99287.STM2021 99287.STM0848 585
99287.STM0848 99287.STM2216 609
99287.STM2216 99287.STM0848 609
99287.STM0848 99287.STM2217 906
99287.STM2217 99287.STM0848 906
99287.STM0848 99287.STM2218 905
99287.STM2218 99287.STM0848 905
99287.STM0848 99287.STM2286 269
99287.STM2286 99287.STM0848 269
99287.STM0848 99287.STM2385 177
99287.STM2385 99287.STM0848 177
99287.STM0848 99287.STM3073 585
99287.STM3073 99287.STM0848 585
99287.STM0848 99287.STM3147 190
99287.STM3147 99287.STM0848 190
99287.STM0848 99287.STM3375 178
99287.STM3375 99287.STM0848 178
99287.STM0848 99287.STM3626 636
99287.STM3626 99287.STM0848 636
99287.STM0848 99287.STM3627 689
99287.STM3627 99287.STM0848 689
99287.STM0848 99287.STM3628 850
99287.STM3628 99287.STM0848 850
99287.STM0848 99287.STM3629 328
99287.STM3629 99287.STM0848 328
99287.STM0848 99287.STM3630 736
99287.STM3630 99287.STM0848 736
99287.STM0848 99287.STM4167 379
99287.STM4167 99287.STM0848 379
99287.STM0849 99287.STM0850 962
99287.STM0850 99287.STM0849 962
99287.STM0849 99287.STM0851 999
99287.STM0851 99287.STM0849 999
99287.STM0849 99287.STM0878 519
99287.STM0878 99287.STM0849 519
99287.STM0849 99287.STM0879 693
99287.STM0879 99287.STM0849 693
99287.STM0849 99287.STM0880 693
99287.STM0880 99287.STM0849 693
99287.STM0849 99287.STM0888 852
99287.STM0888 99287.STM0849 852
99287.STM0849 99287.STM0889 845
99287.STM0889 99287.STM0849 845
99287.STM0849 99287.STM0891 838
99287.STM0891 99287.STM0849 838
99287.STM0849 99287.STM0935 194
99287.STM0935 99287.STM0849 194
99287.STM0849 99287.STM0942 612
99287.STM0942 99287.STM0849 612
99287.STM0849 99287.STM0956 838
99287.STM0956 99287.STM0849 838
99287.STM0849 99287.STM0957 838
99287.STM0957 99287.STM0849 838
99287.STM0849 99287.STM0984 402
99287.STM0984 99287.STM0849 402
99287.STM0849 99287.STM1218 612
99287.STM1218 99287.STM0849 612
99287.STM0849 99287.STM1223 693
99287.STM1223 99287.STM0849 693
99287.STM0849 99287.STM1225 693
99287.STM1225 99287.STM0849 693
99287.STM0849 99287.STM1226 519
99287.STM1226 99287.STM0849 519
99287.STM0849 99287.STM1340 838
99287.STM1340 99287.STM0849 838
99287.STM0849 99287.STM1342 838
99287.STM1342 99287.STM0849 838
99287.STM0849 99287.STM1364 400
99287.STM1364 99287.STM0849 400
99287.STM0849 99287.STM1481 400
99287.STM1481 99287.STM0849 400
99287.STM0849 99287.STM1679 548
99287.STM1679 99287.STM0849 548
99287.STM0849 99287.STM1692 924
99287.STM1692 99287.STM0849 924
99287.STM0849 99287.STM1695 858
99287.STM1695 99287.STM0849 858
99287.STM0849 99287.STM1696 858
99287.STM1696 99287.STM0849 858
99287.STM0849 99287.STM1742 832
99287.STM1742 99287.STM0849 832
99287.STM0849 99287.STM1743 832
99287.STM1743 99287.STM0849 832
99287.STM0849 99287.STM1744 986
99287.STM1744 99287.STM0849 986
99287.STM0849 99287.STM1745 837
99287.STM1745 99287.STM0849 837
99287.STM0849 99287.STM1746 548
99287.STM1746 99287.STM0849 548
99287.STM0849 99287.STM1892 838
99287.STM1892 99287.STM0849 838
99287.STM0849 99287.STM1893 838
99287.STM1893 99287.STM0849 838
99287.STM0849 99287.STM1952 845
99287.STM1952 99287.STM0849 845
99287.STM0849 99287.STM2020 430
99287.STM2020 99287.STM0849 430
99287.STM0849 99287.STM2165 838
99287.STM2165 99287.STM0849 838
99287.STM0849 99287.STM2189 606
99287.STM2189 99287.STM0849 606
99287.STM0849 99287.STM2216 953
99287.STM2216 99287.STM0849 953
99287.STM0849 99287.STM2217 878
99287.STM2217 99287.STM0849 878
99287.STM0849 99287.STM2218 782
99287.STM2218 99287.STM0849 782
99287.STM0849 99287.STM2219 858
99287.STM2219 99287.STM0849 858
99287.STM0849 99287.STM2253 659
99287.STM2253 99287.STM0849 659
99287.STM0849 99287.STM2254 659
99287.STM2254 99287.STM0849 659
99287.STM0849 99287.STM2263 838
99287.STM2263 99287.STM0849 838
99287.STM0849 99287.STM2301 342
99287.STM2301 99287.STM0849 342
99287.STM0849 99287.STM2352 830
99287.STM2352 99287.STM0849 830
99287.STM0849 99287.STM2353 830
99287.STM2353 99287.STM0849 830
99287.STM0849 99287.STM2441 972
99287.STM2441 99287.STM0849 972
99287.STM0849 99287.STM2493 400
99287.STM2493 99287.STM0849 400
99287.STM0849 99287.STM2774 402
99287.STM2774 99287.STM0849 402
99287.STM0849 99287.STM2809 885
99287.STM2809 99287.STM0849 885
99287.STM0849 99287.STM2810 838
99287.STM2810 99287.STM0849 838
99287.STM0849 99287.STM2811 845
99287.STM2811 99287.STM0849 845
99287.STM0849 99287.STM3074 430
99287.STM3074 99287.STM0849 430
99287.STM0849 99287.STM3312 852
99287.STM3312 99287.STM0849 852
99287.STM0849 99287.STM3319 852
99287.STM3319 99287.STM0849 852
