ALL	0.7682865941850545	0.7489337720555957	0.7876394163145133
AMP	0.7371202168706619	0.6909330822201811	0.7833073515211426
AUG	0.782127759466812	0.7417110492048679	0.8225444697287562
AXO	0.7846108301743486	0.7521139517597624	0.8171077085889349
CHL	0.6126122930941834	0.58281364830241	0.6424109378859568
FIS	0.7790031681439191	0.7588065084364297	0.7991998278514085
FOX	0.7675389044204832	0.7340508999076804	0.8010269089332861
GEN	0.6497245725254629	0.5626170968823527	0.7368320481685731
KAN	0.5924630589336471	0.46434391066399705	0.7205822072032972
STR	0.7082305778040595	0.6501436210003626	0.7663175346077564
TET	0.7603959377625107	0.7180528942715092	0.8027389812535122
TIO	0.7871614352156708	0.7410392428999739	0.8332836275313678
