protein1 protein2 combined_score
272620.KPN_00764 272620.KPN_02462 221
272620.KPN_02462 272620.KPN_00764 221
272620.KPN_00764 272620.KPN_03304 400
272620.KPN_03304 272620.KPN_00764 400
272620.KPN_00764 272620.KPN_03641 400
272620.KPN_03641 272620.KPN_00764 400
272620.KPN_00764 272620.KPN_04218 172
272620.KPN_04218 272620.KPN_00764 172
272620.KPN_00765 272620.KPN_00766 418
272620.KPN_00766 272620.KPN_00765 418
272620.KPN_00765 272620.KPN_00857 859
272620.KPN_00857 272620.KPN_00765 859
272620.KPN_00765 272620.KPN_00931 861
272620.KPN_00931 272620.KPN_00765 861
272620.KPN_00765 272620.KPN_00955 289
272620.KPN_00955 272620.KPN_00765 289
272620.KPN_00765 272620.KPN_00973 405
272620.KPN_00973 272620.KPN_00765 405
272620.KPN_00765 272620.KPN_00983 402
272620.KPN_00983 272620.KPN_00765 402
272620.KPN_00765 272620.KPN_01092 563
272620.KPN_01092 272620.KPN_00765 563
272620.KPN_00765 272620.KPN_01093 405
272620.KPN_01093 272620.KPN_00765 405
272620.KPN_00765 272620.KPN_01128 190
272620.KPN_01128 272620.KPN_00765 190
272620.KPN_00765 272620.KPN_01365 289
272620.KPN_01365 272620.KPN_00765 289
272620.KPN_00765 272620.KPN_01446 409
272620.KPN_01446 272620.KPN_00765 409
272620.KPN_00765 272620.KPN_01474 395
272620.KPN_01474 272620.KPN_00765 395
272620.KPN_00765 272620.KPN_01475 395
272620.KPN_01475 272620.KPN_00765 395
272620.KPN_00765 272620.KPN_01560 459
272620.KPN_01560 272620.KPN_00765 459
272620.KPN_00765 272620.KPN_01561 459
272620.KPN_01561 272620.KPN_00765 459
272620.KPN_00765 272620.KPN_01696 190
272620.KPN_01696 272620.KPN_00765 190
272620.KPN_00765 272620.KPN_01777 405
272620.KPN_01777 272620.KPN_00765 405
272620.KPN_00765 272620.KPN_01847 631
272620.KPN_01847 272620.KPN_00765 631
272620.KPN_00765 272620.KPN_01865 812
272620.KPN_01865 272620.KPN_00765 812
272620.KPN_00765 272620.KPN_01866 593
272620.KPN_01866 272620.KPN_00765 593
272620.KPN_00765 272620.KPN_01867 593
272620.KPN_01867 272620.KPN_00765 593
272620.KPN_00765 272620.KPN_02060 812
272620.KPN_02060 272620.KPN_00765 812
272620.KPN_00765 272620.KPN_02090 593
272620.KPN_02090 272620.KPN_00765 593
272620.KPN_00765 272620.KPN_02110 403
272620.KPN_02110 272620.KPN_00765 403
272620.KPN_00765 272620.KPN_02117 458
272620.KPN_02117 272620.KPN_00765 458
272620.KPN_00765 272620.KPN_02133 583
272620.KPN_02133 272620.KPN_00765 583
272620.KPN_00765 272620.KPN_02160 631
272620.KPN_02160 272620.KPN_00765 631
272620.KPN_00765 272620.KPN_02206 794
272620.KPN_02206 272620.KPN_00765 794
272620.KPN_00765 272620.KPN_02219 603
272620.KPN_02219 272620.KPN_00765 603
272620.KPN_00765 272620.KPN_02292 712
272620.KPN_02292 272620.KPN_00765 712
272620.KPN_00765 272620.KPN_02322 190
272620.KPN_02322 272620.KPN_00765 190
272620.KPN_00765 272620.KPN_02369 583
272620.KPN_02369 272620.KPN_00765 583
272620.KPN_00765 272620.KPN_02658 190
272620.KPN_02658 272620.KPN_00765 190
272620.KPN_00765 272620.KPN_02671 409
272620.KPN_02671 272620.KPN_00765 409
272620.KPN_00765 272620.KPN_02674 812
272620.KPN_02674 272620.KPN_00765 812
272620.KPN_00765 272620.KPN_02688 390
272620.KPN_02688 272620.KPN_00765 390
272620.KPN_00765 272620.KPN_02706 872
272620.KPN_02706 272620.KPN_00765 872
272620.KPN_00765 272620.KPN_02713 405
272620.KPN_02713 272620.KPN_00765 405
272620.KPN_00765 272620.KPN_02723 395
272620.KPN_02723 272620.KPN_00765 395
272620.KPN_00765 272620.KPN_02792 390
272620.KPN_02792 272620.KPN_00765 390
272620.KPN_00765 272620.KPN_02797 365
272620.KPN_02797 272620.KPN_00765 365
272620.KPN_00765 272620.KPN_02878 231
272620.KPN_02878 272620.KPN_00765 231
272620.KPN_00765 272620.KPN_02887 552
272620.KPN_02887 272620.KPN_00765 552
272620.KPN_00765 272620.KPN_02904 177
272620.KPN_02904 272620.KPN_00765 177
272620.KPN_00765 272620.KPN_02907 446
272620.KPN_02907 272620.KPN_00765 446
272620.KPN_00765 272620.KPN_03016 458
272620.KPN_03016 272620.KPN_00765 458
272620.KPN_00765 272620.KPN_03057 409
272620.KPN_03057 272620.KPN_00765 409
272620.KPN_00765 272620.KPN_03212 561
272620.KPN_03212 272620.KPN_00765 561
272620.KPN_00765 272620.KPN_03245 190
272620.KPN_03245 272620.KPN_00765 190
272620.KPN_00765 272620.KPN_03360 788
272620.KPN_03360 272620.KPN_00765 788
272620.KPN_00765 272620.KPN_03636 418
272620.KPN_03636 272620.KPN_00765 418
272620.KPN_00765 272620.KPN_03637 465
272620.KPN_03637 272620.KPN_00765 465
272620.KPN_00765 272620.KPN_03639 685
272620.KPN_03639 272620.KPN_00765 685
272620.KPN_00765 272620.KPN_03640 423
272620.KPN_03640 272620.KPN_00765 423
272620.KPN_00765 272620.KPN_03664 676
272620.KPN_03664 272620.KPN_00765 676
272620.KPN_00765 272620.KPN_03665 931
272620.KPN_03665 272620.KPN_00765 931
272620.KPN_00765 272620.KPN_03714 316
272620.KPN_03714 272620.KPN_00765 316
272620.KPN_00765 272620.KPN_03742 379
272620.KPN_03742 272620.KPN_00765 379
272620.KPN_00765 272620.KPN_03999 177
272620.KPN_03999 272620.KPN_00765 177
272620.KPN_00765 272620.KPN_04073 731
272620.KPN_04073 272620.KPN_00765 731
272620.KPN_00765 272620.KPN_04074 429
272620.KPN_04074 272620.KPN_00765 429
272620.KPN_00765 272620.KPN_04122 461
272620.KPN_04122 272620.KPN_00765 461
272620.KPN_00765 272620.KPN_04123 405
272620.KPN_04123 272620.KPN_00765 405
272620.KPN_00765 272620.KPN_04188 812
272620.KPN_04188 272620.KPN_00765 812
272620.KPN_00765 272620.KPN_04189 593
272620.KPN_04189 272620.KPN_00765 593
272620.KPN_00765 272620.KPN_04190 593
272620.KPN_04190 272620.KPN_00765 593
272620.KPN_00765 272620.KPN_04267 429
272620.KPN_04267 272620.KPN_00765 429
272620.KPN_00765 272620.KPN_04268 812
272620.KPN_04268 272620.KPN_00765 812
272620.KPN_00765 272620.KPN_04340 395
272620.KPN_04340 272620.KPN_00765 395
272620.KPN_00765 272620.KPN_04395 775
272620.KPN_04395 272620.KPN_00765 775
272620.KPN_00765 272620.KPN_04441 289
272620.KPN_04441 272620.KPN_00765 289
272620.KPN_00765 272620.KPN_04478 886
272620.KPN_04478 272620.KPN_00765 886
272620.KPN_00765 272620.KPN_04482 593
272620.KPN_04482 272620.KPN_00765 593
272620.KPN_00765 272620.KPN_04579 177
272620.KPN_04579 272620.KPN_00765 177
272620.KPN_00765 272620.KPN_04580 403
272620.KPN_04580 272620.KPN_00765 403
272620.KPN_00765 272620.KPN_04780 460
272620.KPN_04780 272620.KPN_00765 460
272620.KPN_00766 272620.KPN_00857 856
272620.KPN_00857 272620.KPN_00766 856
272620.KPN_00766 272620.KPN_00931 858
272620.KPN_00931 272620.KPN_00766 858
272620.KPN_00766 272620.KPN_01446 674
272620.KPN_01446 272620.KPN_00766 674
272620.KPN_00766 272620.KPN_01468 500
272620.KPN_01468 272620.KPN_00766 500
272620.KPN_00766 272620.KPN_01474 679
272620.KPN_01474 272620.KPN_00766 679
272620.KPN_00766 272620.KPN_01475 408
272620.KPN_01475 272620.KPN_00766 408
272620.KPN_00766 272620.KPN_01476 353
272620.KPN_01476 272620.KPN_00766 353
272620.KPN_00766 272620.KPN_01560 623
272620.KPN_01560 272620.KPN_00766 623
272620.KPN_00766 272620.KPN_01561 623
272620.KPN_01561 272620.KPN_00766 623
272620.KPN_00766 272620.KPN_01847 631
272620.KPN_01847 272620.KPN_00766 631
272620.KPN_00766 272620.KPN_01865 811
272620.KPN_01865 272620.KPN_00766 811
272620.KPN_00766 272620.KPN_01866 593
272620.KPN_01866 272620.KPN_00766 593
272620.KPN_00766 272620.KPN_01867 593
272620.KPN_01867 272620.KPN_00766 593
272620.KPN_00766 272620.KPN_02060 812
272620.KPN_02060 272620.KPN_00766 812
272620.KPN_00766 272620.KPN_02090 593
272620.KPN_02090 272620.KPN_00766 593
272620.KPN_00766 272620.KPN_02110 458
272620.KPN_02110 272620.KPN_00766 458
272620.KPN_00766 272620.KPN_02117 407
272620.KPN_02117 272620.KPN_00766 407
272620.KPN_00766 272620.KPN_02133 567
272620.KPN_02133 272620.KPN_00766 567
272620.KPN_00766 272620.KPN_02160 836
272620.KPN_02160 272620.KPN_00766 836
272620.KPN_00766 272620.KPN_02206 794
272620.KPN_02206 272620.KPN_00766 794
272620.KPN_00766 272620.KPN_02219 684
272620.KPN_02219 272620.KPN_00766 684
272620.KPN_00766 272620.KPN_02292 690
272620.KPN_02292 272620.KPN_00766 690
272620.KPN_00766 272620.KPN_02369 567
272620.KPN_02369 272620.KPN_00766 567
272620.KPN_00766 272620.KPN_02671 458
272620.KPN_02671 272620.KPN_00766 458
272620.KPN_00766 272620.KPN_02674 812
272620.KPN_02674 272620.KPN_00766 812
272620.KPN_00766 272620.KPN_02723 601
272620.KPN_02723 272620.KPN_00766 601
272620.KPN_00766 272620.KPN_02797 398
272620.KPN_02797 272620.KPN_00766 398
272620.KPN_00766 272620.KPN_02887 673
272620.KPN_02887 272620.KPN_00766 673
272620.KPN_00766 272620.KPN_03016 407
272620.KPN_03016 272620.KPN_00766 407
272620.KPN_00766 272620.KPN_03057 458
272620.KPN_03057 272620.KPN_00766 458
272620.KPN_00766 272620.KPN_03085 628
272620.KPN_03085 272620.KPN_00766 628
272620.KPN_00766 272620.KPN_03360 786
272620.KPN_03360 272620.KPN_00766 786
272620.KPN_00766 272620.KPN_03637 418
272620.KPN_03637 272620.KPN_00766 418
272620.KPN_00766 272620.KPN_03639 663
272620.KPN_03639 272620.KPN_00766 663
272620.KPN_00766 272620.KPN_03640 403
272620.KPN_03640 272620.KPN_00766 403
272620.KPN_00766 272620.KPN_04073 740
272620.KPN_04073 272620.KPN_00766 740
272620.KPN_00766 272620.KPN_04074 429
272620.KPN_04074 272620.KPN_00766 429
272620.KPN_00766 272620.KPN_04188 811
272620.KPN_04188 272620.KPN_00766 811
272620.KPN_00766 272620.KPN_04189 593
272620.KPN_04189 272620.KPN_00766 593
272620.KPN_00766 272620.KPN_04190 593
272620.KPN_04190 272620.KPN_00766 593
272620.KPN_00766 272620.KPN_04267 429
272620.KPN_04267 272620.KPN_00766 429
272620.KPN_00766 272620.KPN_04268 812
272620.KPN_04268 272620.KPN_00766 812
272620.KPN_00766 272620.KPN_04340 601
272620.KPN_04340 272620.KPN_00766 601
272620.KPN_00766 272620.KPN_04395 775
272620.KPN_04395 272620.KPN_00766 775
272620.KPN_00766 272620.KPN_04482 593
272620.KPN_04482 272620.KPN_00766 593
272620.KPN_00766 272620.KPN_04580 458
272620.KPN_04580 272620.KPN_00766 458
272620.KPN_00766 272620.KPN_04780 772
272620.KPN_04780 272620.KPN_00766 772
272620.KPN_00768 272620.KPN_00770 193
272620.KPN_00770 272620.KPN_00768 193
272620.KPN_00768 272620.KPN_00828 961
272620.KPN_00828 272620.KPN_00768 961
272620.KPN_00768 272620.KPN_00829 962
272620.KPN_00829 272620.KPN_00768 962
272620.KPN_00768 272620.KPN_00856 171
272620.KPN_00856 272620.KPN_00768 171
272620.KPN_00768 272620.KPN_00875 171
272620.KPN_00875 272620.KPN_00768 171
272620.KPN_00768 272620.KPN_00968 182
272620.KPN_00968 272620.KPN_00768 182
272620.KPN_00768 272620.KPN_01056 684
272620.KPN_01056 272620.KPN_00768 684
272620.KPN_00768 272620.KPN_01094 401
272620.KPN_01094 272620.KPN_00768 401
272620.KPN_00768 272620.KPN_01117 150
272620.KPN_01117 272620.KPN_00768 150
272620.KPN_00768 272620.KPN_01120 668
272620.KPN_01120 272620.KPN_00768 668
272620.KPN_00768 272620.KPN_01126 561
272620.KPN_01126 272620.KPN_00768 561
272620.KPN_00768 272620.KPN_01127 824
272620.KPN_01127 272620.KPN_00768 824
272620.KPN_00768 272620.KPN_01197 237
272620.KPN_01197 272620.KPN_00768 237
272620.KPN_00768 272620.KPN_01309 168
272620.KPN_01309 272620.KPN_00768 168
272620.KPN_00768 272620.KPN_01338 227
272620.KPN_01338 272620.KPN_00768 227
272620.KPN_00768 272620.KPN_01449 983
272620.KPN_01449 272620.KPN_00768 983
272620.KPN_00768 272620.KPN_01502 237
272620.KPN_01502 272620.KPN_00768 237
272620.KPN_00768 272620.KPN_01689 500
272620.KPN_01689 272620.KPN_00768 500
272620.KPN_00768 272620.KPN_01702 753
272620.KPN_01702 272620.KPN_00768 753
272620.KPN_00768 272620.KPN_01710 237
272620.KPN_01710 272620.KPN_00768 237
272620.KPN_00768 272620.KPN_01714 227
272620.KPN_01714 272620.KPN_00768 227
272620.KPN_00768 272620.KPN_01715 227
272620.KPN_01715 272620.KPN_00768 227
272620.KPN_00768 272620.KPN_01951 552
272620.KPN_01951 272620.KPN_00768 552
272620.KPN_00768 272620.KPN_01985 162
272620.KPN_01985 272620.KPN_00768 162
272620.KPN_00768 272620.KPN_01992 606
272620.KPN_01992 272620.KPN_00768 606
272620.KPN_00768 272620.KPN_02082 801
272620.KPN_02082 272620.KPN_00768 801
272620.KPN_00768 272620.KPN_02083 401
272620.KPN_02083 272620.KPN_00768 401
272620.KPN_00768 272620.KPN_02160 467
272620.KPN_02160 272620.KPN_00768 467
272620.KPN_00768 272620.KPN_02180 194
272620.KPN_02180 272620.KPN_00768 194
272620.KPN_00768 272620.KPN_02365 564
272620.KPN_02365 272620.KPN_00768 564
272620.KPN_00768 272620.KPN_02367 980
272620.KPN_02367 272620.KPN_00768 980
272620.KPN_00768 272620.KPN_02519 514
272620.KPN_02519 272620.KPN_00768 514
272620.KPN_00768 272620.KPN_02549 962
272620.KPN_02549 272620.KPN_00768 962
272620.KPN_00768 272620.KPN_02571 227
272620.KPN_02571 272620.KPN_00768 227
272620.KPN_00768 272620.KPN_02584 183
272620.KPN_02584 272620.KPN_00768 183
272620.KPN_00768 272620.KPN_02763 467
272620.KPN_02763 272620.KPN_00768 467
272620.KPN_00768 272620.KPN_02798 561
272620.KPN_02798 272620.KPN_00768 561
272620.KPN_00768 272620.KPN_02799 824
272620.KPN_02799 272620.KPN_00768 824
272620.KPN_00768 272620.KPN_02865 150
272620.KPN_02865 272620.KPN_00768 150
272620.KPN_00768 272620.KPN_02885 618
272620.KPN_02885 272620.KPN_00768 618
272620.KPN_00768 272620.KPN_02959 817
272620.KPN_02959 272620.KPN_00768 817
272620.KPN_00768 272620.KPN_02979 684
272620.KPN_02979 272620.KPN_00768 684
272620.KPN_00768 272620.KPN_03031 617
272620.KPN_03031 272620.KPN_00768 617
272620.KPN_00768 272620.KPN_03123 994
272620.KPN_03123 272620.KPN_00768 994
272620.KPN_00768 272620.KPN_03129 500
272620.KPN_03129 272620.KPN_00768 500
272620.KPN_00768 272620.KPN_03236 167
272620.KPN_03236 272620.KPN_00768 167
272620.KPN_00768 272620.KPN_03337 227
272620.KPN_03337 272620.KPN_00768 227
272620.KPN_00768 272620.KPN_03348 960
272620.KPN_03348 272620.KPN_00768 960
272620.KPN_00768 272620.KPN_03354 767
272620.KPN_03354 272620.KPN_00768 767
272620.KPN_00768 272620.KPN_03355 941
272620.KPN_03355 272620.KPN_00768 941
272620.KPN_00768 272620.KPN_03356 237
272620.KPN_03356 272620.KPN_00768 237
272620.KPN_00768 272620.KPN_03357 824
272620.KPN_03357 272620.KPN_00768 824
272620.KPN_00768 272620.KPN_03392 902
272620.KPN_03392 272620.KPN_00768 902
272620.KPN_00768 272620.KPN_03497 467
272620.KPN_03497 272620.KPN_00768 467
272620.KPN_00768 272620.KPN_03503 959
272620.KPN_03503 272620.KPN_00768 959
272620.KPN_00768 272620.KPN_03536 500
272620.KPN_03536 272620.KPN_00768 500
272620.KPN_00768 272620.KPN_03543 767
272620.KPN_03543 272620.KPN_00768 767
272620.KPN_00768 272620.KPN_03573 183
272620.KPN_03573 272620.KPN_00768 183
272620.KPN_00768 272620.KPN_03700 239
272620.KPN_03700 272620.KPN_00768 239
272620.KPN_00768 272620.KPN_03701 162
272620.KPN_03701 272620.KPN_00768 162
272620.KPN_00768 272620.KPN_03718 183
272620.KPN_03718 272620.KPN_00768 183
272620.KPN_00768 272620.KPN_03726 178
272620.KPN_03726 272620.KPN_00768 178
272620.KPN_00768 272620.KPN_03787 197
272620.KPN_03787 272620.KPN_00768 197
272620.KPN_00768 272620.KPN_03794 197
272620.KPN_03794 272620.KPN_00768 197
272620.KPN_00768 272620.KPN_03900 227
272620.KPN_03900 272620.KPN_00768 227
272620.KPN_00768 272620.KPN_03915 787
272620.KPN_03915 272620.KPN_00768 787
272620.KPN_00768 272620.KPN_03952 688
272620.KPN_03952 272620.KPN_00768 688
272620.KPN_00768 272620.KPN_03956 490
272620.KPN_03956 272620.KPN_00768 490
272620.KPN_00768 272620.KPN_03983 167
272620.KPN_03983 272620.KPN_00768 167
272620.KPN_00768 272620.KPN_04005 668
272620.KPN_04005 272620.KPN_00768 668
272620.KPN_00768 272620.KPN_04096 564
272620.KPN_04096 272620.KPN_00768 564
272620.KPN_00768 272620.KPN_04104 185
272620.KPN_04104 272620.KPN_00768 185
272620.KPN_00768 272620.KPN_04139 603
272620.KPN_04139 272620.KPN_00768 603
272620.KPN_00768 272620.KPN_04172 374
272620.KPN_04172 272620.KPN_00768 374
272620.KPN_00768 272620.KPN_04193 603
272620.KPN_04193 272620.KPN_00768 603
272620.KPN_00768 272620.KPN_04196 767
272620.KPN_04196 272620.KPN_00768 767
272620.KPN_00768 272620.KPN_04223 603
272620.KPN_04223 272620.KPN_00768 603
272620.KPN_00768 272620.KPN_04239 176
272620.KPN_04239 272620.KPN_00768 176
272620.KPN_00768 272620.KPN_04242 561
272620.KPN_04242 272620.KPN_00768 561
272620.KPN_00768 272620.KPN_04245 905
272620.KPN_04245 272620.KPN_00768 905
272620.KPN_00768 272620.KPN_04269 401
272620.KPN_04269 272620.KPN_00768 401
272620.KPN_00768 272620.KPN_04317 155
272620.KPN_04317 272620.KPN_00768 155
272620.KPN_00768 272620.KPN_04413 983
272620.KPN_04413 272620.KPN_00768 983
272620.KPN_00768 272620.KPN_04453 150
272620.KPN_04453 272620.KPN_00768 150
272620.KPN_00768 272620.KPN_04522 227
272620.KPN_04522 272620.KPN_00768 227
272620.KPN_00768 272620.KPN_04626 905
272620.KPN_04626 272620.KPN_00768 905
272620.KPN_00768 272620.KPN_04716 227
272620.KPN_04716 272620.KPN_00768 227
272620.KPN_00768 272620.KPN_04797 564
272620.KPN_04797 272620.KPN_00768 564
272620.KPN_00768 272620.KPN_04837 753
272620.KPN_04837 272620.KPN_00768 753
272620.KPN_00768 272620.KPN_04843 618
272620.KPN_04843 272620.KPN_00768 618
272620.KPN_00770 272620.KPN_00771 667
272620.KPN_00771 272620.KPN_00770 667
272620.KPN_00770 272620.KPN_00852 464
272620.KPN_00852 272620.KPN_00770 464
272620.KPN_00770 272620.KPN_01195 247
272620.KPN_01195 272620.KPN_00770 247
272620.KPN_00770 272620.KPN_01315 247
272620.KPN_01315 272620.KPN_00770 247
272620.KPN_00770 272620.KPN_01433 462
272620.KPN_01433 272620.KPN_00770 462
272620.KPN_00770 272620.KPN_01567 571
272620.KPN_01567 272620.KPN_00770 571
272620.KPN_00770 272620.KPN_01610 591
272620.KPN_01610 272620.KPN_00770 591
272620.KPN_00770 272620.KPN_01787 253
272620.KPN_01787 272620.KPN_00770 253
272620.KPN_00770 272620.KPN_01842 184
272620.KPN_01842 272620.KPN_00770 184
272620.KPN_00770 272620.KPN_02285 164
272620.KPN_02285 272620.KPN_00770 164
272620.KPN_00770 272620.KPN_02738 622
272620.KPN_02738 272620.KPN_00770 622
272620.KPN_00770 272620.KPN_02885 441
272620.KPN_02885 272620.KPN_00770 441
272620.KPN_00770 272620.KPN_03070 500
272620.KPN_03070 272620.KPN_00770 500
272620.KPN_00770 272620.KPN_03243 154
272620.KPN_03243 272620.KPN_00770 154
272620.KPN_00770 272620.KPN_03261 458
272620.KPN_03261 272620.KPN_00770 458
272620.KPN_00770 272620.KPN_03311 154
272620.KPN_03311 272620.KPN_00770 154
272620.KPN_00770 272620.KPN_03347 189
272620.KPN_03347 272620.KPN_00770 189
272620.KPN_00770 272620.KPN_03423 459
272620.KPN_03423 272620.KPN_00770 459
272620.KPN_00770 272620.KPN_03432 247
272620.KPN_03432 272620.KPN_00770 247
272620.KPN_00770 272620.KPN_03446 448
272620.KPN_03446 272620.KPN_00770 448
272620.KPN_00770 272620.KPN_03770 214
272620.KPN_03770 272620.KPN_00770 214
272620.KPN_00770 272620.KPN_03773 164
272620.KPN_03773 272620.KPN_00770 164
272620.KPN_00770 272620.KPN_03844 253
272620.KPN_03844 272620.KPN_00770 253
272620.KPN_00770 272620.KPN_03967 253
272620.KPN_03967 272620.KPN_00770 253
272620.KPN_00770 272620.KPN_04018 464
272620.KPN_04018 272620.KPN_00770 464
272620.KPN_00770 272620.KPN_04180 214
272620.KPN_04180 272620.KPN_00770 214
272620.KPN_00770 272620.KPN_04203 989
272620.KPN_04203 272620.KPN_00770 989
272620.KPN_00770 272620.KPN_04311 214
272620.KPN_04311 272620.KPN_00770 214
272620.KPN_00770 272620.KPN_04513 253
272620.KPN_04513 272620.KPN_00770 253
272620.KPN_00770 272620.KPN_04612 818
272620.KPN_04612 272620.KPN_00770 818
272620.KPN_00770 272620.KPN_04658 540
272620.KPN_04658 272620.KPN_00770 540
272620.KPN_00770 272620.KPN_04680 448
272620.KPN_04680 272620.KPN_00770 448
272620.KPN_00770 272620.KPN_04721 459
272620.KPN_04721 272620.KPN_00770 459
272620.KPN_00770 272620.KPN_04830 214
272620.KPN_04830 272620.KPN_00770 214
272620.KPN_00770 272620.KPN_04843 441
272620.KPN_04843 272620.KPN_00770 441
272620.KPN_00771 272620.KPN_00772 562
272620.KPN_00772 272620.KPN_00771 562
272620.KPN_00771 272620.KPN_00773 533
272620.KPN_00773 272620.KPN_00771 533
272620.KPN_00771 272620.KPN_00855 193
272620.KPN_00855 272620.KPN_00771 193
272620.KPN_00771 272620.KPN_00968 392
272620.KPN_00968 272620.KPN_00771 392
272620.KPN_00771 272620.KPN_01195 406
272620.KPN_01195 272620.KPN_00771 406
272620.KPN_00771 272620.KPN_01231 661
272620.KPN_01231 272620.KPN_00771 661
272620.KPN_00771 272620.KPN_01315 406
272620.KPN_01315 272620.KPN_00771 406
272620.KPN_00771 272620.KPN_01338 214
272620.KPN_01338 272620.KPN_00771 214
272620.KPN_00771 272620.KPN_01462 168
272620.KPN_01462 272620.KPN_00771 168
272620.KPN_00771 272620.KPN_01714 214
272620.KPN_01714 272620.KPN_00771 214
272620.KPN_00771 272620.KPN_01715 214
272620.KPN_01715 272620.KPN_00771 214
272620.KPN_00771 272620.KPN_01842 231
272620.KPN_01842 272620.KPN_00771 231
272620.KPN_00771 272620.KPN_01913 655
272620.KPN_01913 272620.KPN_00771 655
272620.KPN_00771 272620.KPN_02001 371
272620.KPN_02001 272620.KPN_00771 371
272620.KPN_00771 272620.KPN_02285 178
272620.KPN_02285 272620.KPN_00771 178
272620.KPN_00771 272620.KPN_02447 371
272620.KPN_02447 272620.KPN_00771 371
272620.KPN_00771 272620.KPN_02449 625
272620.KPN_02449 272620.KPN_00771 625
272620.KPN_00771 272620.KPN_02533 162
272620.KPN_02533 272620.KPN_00771 162
272620.KPN_00771 272620.KPN_02571 214
272620.KPN_02571 272620.KPN_00771 214
272620.KPN_00771 272620.KPN_02871 610
272620.KPN_02871 272620.KPN_00771 610
272620.KPN_00771 272620.KPN_03337 214
272620.KPN_03337 272620.KPN_00771 214
272620.KPN_00771 272620.KPN_03362 185
272620.KPN_03362 272620.KPN_00771 185
272620.KPN_00771 272620.KPN_03432 406
272620.KPN_03432 272620.KPN_00771 406
272620.KPN_00771 272620.KPN_03687 177
272620.KPN_03687 272620.KPN_00771 177
272620.KPN_00771 272620.KPN_03747 192
272620.KPN_03747 272620.KPN_00771 192
272620.KPN_00771 272620.KPN_03773 178
272620.KPN_03773 272620.KPN_00771 178
272620.KPN_00771 272620.KPN_03900 214
272620.KPN_03900 272620.KPN_00771 214
272620.KPN_00771 272620.KPN_04193 385
272620.KPN_04193 272620.KPN_00771 385
272620.KPN_00771 272620.KPN_04223 385
272620.KPN_04223 272620.KPN_00771 385
272620.KPN_00771 272620.KPN_04432 371
272620.KPN_04432 272620.KPN_00771 371
272620.KPN_00771 272620.KPN_04522 214
272620.KPN_04522 272620.KPN_00771 214
272620.KPN_00771 272620.KPN_04629 610
272620.KPN_04629 272620.KPN_00771 610
272620.KPN_00771 272620.KPN_04716 214
272620.KPN_04716 272620.KPN_00771 214
272620.KPN_00772 272620.KPN_00773 985
272620.KPN_00773 272620.KPN_00772 985
272620.KPN_00772 272620.KPN_00901 461
272620.KPN_00901 272620.KPN_00772 461
272620.KPN_00772 272620.KPN_00920 194
272620.KPN_00920 272620.KPN_00772 194
272620.KPN_00772 272620.KPN_00968 199
272620.KPN_00968 272620.KPN_00772 199
272620.KPN_00772 272620.KPN_02147 461
272620.KPN_02147 272620.KPN_00772 461
272620.KPN_00772 272620.KPN_02474 461
272620.KPN_02474 272620.KPN_00772 461
272620.KPN_00772 272620.KPN_02491 482
272620.KPN_02491 272620.KPN_00772 482
272620.KPN_00772 272620.KPN_02492 461
272620.KPN_02492 272620.KPN_00772 461
272620.KPN_00772 272620.KPN_02493 901
272620.KPN_02493 272620.KPN_00772 901
272620.KPN_00772 272620.KPN_02497 482
272620.KPN_02497 272620.KPN_00772 482
272620.KPN_00772 272620.KPN_02936 165
272620.KPN_02936 272620.KPN_00772 165
272620.KPN_00772 272620.KPN_03122 461
272620.KPN_03122 272620.KPN_00772 461
272620.KPN_00772 272620.KPN_03682 190
272620.KPN_03682 272620.KPN_00772 190
272620.KPN_00772 272620.KPN_03845 461
272620.KPN_03845 272620.KPN_00772 461
272620.KPN_00772 272620.KPN_03963 461
272620.KPN_03963 272620.KPN_00772 461
272620.KPN_00772 272620.KPN_04288 482
272620.KPN_04288 272620.KPN_00772 482
272620.KPN_00773 272620.KPN_00845 407
272620.KPN_00845 272620.KPN_00773 407
272620.KPN_00773 272620.KPN_00901 369
272620.KPN_00901 272620.KPN_00773 369
272620.KPN_00773 272620.KPN_00946 581
272620.KPN_00946 272620.KPN_00773 581
272620.KPN_00773 272620.KPN_00968 158
272620.KPN_00968 272620.KPN_00773 158
272620.KPN_00773 272620.KPN_00998 379
272620.KPN_00998 272620.KPN_00773 379
272620.KPN_00773 272620.KPN_01338 210
272620.KPN_01338 272620.KPN_00773 210
272620.KPN_00773 272620.KPN_01610 612
272620.KPN_01610 272620.KPN_00773 612
272620.KPN_00773 272620.KPN_01714 210
272620.KPN_01714 272620.KPN_00773 210
272620.KPN_00773 272620.KPN_01715 210
272620.KPN_01715 272620.KPN_00773 210
272620.KPN_00773 272620.KPN_02133 457
272620.KPN_02133 272620.KPN_00773 457
272620.KPN_00773 272620.KPN_02147 369
272620.KPN_02147 272620.KPN_00773 369
272620.KPN_00773 272620.KPN_02202 993
272620.KPN_02202 272620.KPN_00773 993
272620.KPN_00773 272620.KPN_02369 457
272620.KPN_02369 272620.KPN_00773 457
272620.KPN_00773 272620.KPN_02393 905
272620.KPN_02393 272620.KPN_00773 905
272620.KPN_00773 272620.KPN_02474 369
272620.KPN_02474 272620.KPN_00773 369
272620.KPN_00773 272620.KPN_02484 379
272620.KPN_02484 272620.KPN_00773 379
272620.KPN_00773 272620.KPN_02491 484
