ALL	0.7612788653227931	0.7497429634204626	0.7728147672251235
AMP	0.7620393953053476	0.7017738678444281	0.8223049227662671
AUG	0.7860539375130206	0.7373287302297329	0.8347791447963082
AXO	0.7883098065431134	0.7101715336800376	0.8664480794061893
CHL	0.5842095358938038	0.5503700823074367	0.6180489894801708
FIS	0.7762370726570309	0.7575962856704402	0.7948778596436216
FOX	0.7721246864300705	0.7225793140832533	0.8216700587768877
GEN	0.5977230393118445	0.5478759893691009	0.647570089254588
KAN	0.5932457580370294	0.5080202490999519	0.6784712669741069
STR	0.7242784644896718	0.6943591757298861	0.7541977532494575
TET	0.7691542230626353	0.7136398441881445	0.824668601937126
TIO	0.7812966690819922	0.7586541249917763	0.8039392131722082
