ALL	0.7451223627855154	0.733070492011605	0.7571742335594257
AMP	0.7412083280607085	0.6854046924338253	0.7970119636875916
AUG	0.7674145912157007	0.71473589903871	0.8200932833926913
AXO	0.7513737168621668	0.7060616936874508	0.7966857400368829
CHL	0.5269462472990764	0.45132742123750913	0.6025650733606436
FIS	0.7851136192719825	0.7354993225069226	0.8347279160370424
FOX	0.7300993651422549	0.6892015306285065	0.7709971996560033
GEN	0.6149449924896031	0.537111183781629	0.6927788011975772
KAN	0.5995460872976353	0.45604251159080555	0.743049663004465
STR	0.7223593619364009	0.6562664373457663	0.7884522865270356
TET	0.7389206962566097	0.678357458916707	0.7994839335965125
TIO	0.7495833642434324	0.7058589098765936	0.7933078186102712
