ALL	0.7603644619840587	0.7417321322817754	0.7789967916863421
AMP	0.7389586006452492	0.6913824170460661	0.7865347842444324
AUG	0.7513285689416799	0.6948885740649638	0.8077685638183959
AXO	0.7903143695379452	0.7716174028878265	0.8090113361880639
CHL	0.619589161288367	0.5554329074668356	0.6837454151098985
FIS	0.7757211626908719	0.739202363062597	0.8122399623191467
FOX	0.7582883138679566	0.7067651971523233	0.8098114305835898
GEN	0.6291650345315037	0.5735623164650285	0.684767752597979
KAN	0.5572898385554519	0.466671214567104	0.6479084625437997
STR	0.7435311764734898	0.6700190951612551	0.8170432577857244
TET	0.7715160204138032	0.7120585731728443	0.8309734676547621
TIO	0.745208449763509	0.702063517090795	0.788353382436223
