ALL	0.7572976371564444	0.7396914012780126	0.7749038730348762
AMP	0.7355307251583908	0.6863629727958166	0.784698477520965
AUG	0.7589532282922284	0.6980574424379812	0.8198490141464757
AXO	0.7680314563679655	0.7366626468572524	0.7994002658786787
CHL	0.5678527962172704	0.5184202268131972	0.6172853656213435
FIS	0.7745983295684242	0.7240837723502261	0.8251128867866223
FOX	0.7230619705735102	0.700607077190015	0.7455168639570053
GEN	0.6385006723719118	0.566968981134462	0.7100323636093615
KAN	0.6061013496307615	0.5407142403424824	0.6714884589190405
STR	0.7158340240094061	0.6799211179998065	0.7517469300190057
TET	0.7588462296894474	0.7314392598527375	0.7862531995261572
TIO	0.7868453553670273	0.7582712422997375	0.815419468434317
